height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,short_pos,fee,window,league,season
177,75,Germany,63,78,Right,1,3,3,2022.0,54,42,43,68,44,64,49,53,66,67,66,62,71,59,75,57,64,55,63,39,69,59,44,57,38,62,18,58,59,10,10,10,14,8,21.0,Central Midfield,CM,1500000.0,winter,Ger Bundesliga,2021
188,81,France,63,77,Right,1,3,2,2024.0,40,68,64,57,61,58,47,41,39,60,67,67,52,60,55,66,65,67,71,60,50,21,61,56,60,64,44,27,21,13,14,6,13,12,22.0,Centre-Forward,CF,1500000.0,winter,Superliga,2021
185,79,France,63,77,Right,1,3,3,2021.0,48,64,64,55,59,59,52,49,47,62,63,68,64,56,53,66,51,49,70,56,56,12,65,52,61,58,60,21,18,7,10,7,6,5,19.0,Centre-Forward,CF,4500000.0,summer,Ligue 1,2021
185,72,France,63,76,Right,1,3,3,2023.0,52,65,56,55,66,62,57,43,47,63,81,83,75,62,59,61,61,50,59,57,36,21,62,56,58,63,39,21,19,5,13,6,15,14,20.0,Centre-Forward,CF,1500000.0,summer,Ligue 1,2021
170,60,France,63,76,Right,1,3,3,2022.0,52,56,44,69,51,63,48,54,56,64,74,73,76,60,79,55,59,66,48,43,53,43,61,62,56,62,58,49,44,14,11,9,11,7,20.0,Attacking Midfield,AM,3000000.0,summer,Ligue 1,2021
189,83,Turkey,63,76,Left,1,2,2,2023.0,51,30,51,60,34,65,40,36,32,45,69,64,58,60,48,27,61,60,71,32,59,54,42,35,40,49,60,71,71,10,8,6,12,9,21.0,Left-Back,LB,1300000.0,summer,Super Lig,2021
182,75,Gambia,63,74,Right,1,3,2,2023.0,35,71,60,55,46,66,43,37,35,63,73,66,53,54,62,64,63,49,54,65,37,18,58,54,70,57,20,14,17,6,7,6,12,5,21.0,Right Winger,RW,2600000.0,summer,Serie A,2021
182,75,Gambia,63,74,Right,1,3,2,2023.0,35,71,60,55,46,66,43,37,35,63,73,66,53,54,62,64,63,49,54,65,37,18,58,54,70,57,20,14,17,6,7,6,12,5,21.0,Right Winger,RW,2600000.0,summer,Serie A,2021
193,90,United States,63,73,Right,1,4,2,2022.0,49,63,66,56,51,60,51,34,38,60,66,75,60,59,39,65,66,64,91,59,40,12,55,57,64,57,60,20,18,5,15,12,8,9,23.0,Centre-Forward,CF,7000000.0,summer,Super Lig,2021
186,79,Belgium,63,72,Right,1,3,2,2021.0,52,58,55,65,53,64,55,56,62,66,57,63,62,61,62,57,60,62,67,59,54,48,61,62,53,52,27,53,49,5,13,14,12,6,22.0,Attacking Midfield,AM,2000000.0,winter,Jupiler Pro League,2021
186,79,Belgium,63,72,Right,1,3,2,2021.0,52,58,55,65,53,64,55,56,62,66,57,63,62,61,62,57,60,62,67,59,54,48,61,62,53,52,27,53,49,5,13,14,12,6,22.0,Attacking Midfield,AM,2000000.0,summer,Serie A,2021
187,90,France,63,71,Left,1,3,2,2023.0,53,64,61,65,63,67,61,44,53,60,68,65,58,60,54,64,70,57,70,60,33,12,62,63,68,54,61,14,17,6,15,6,12,11,23.0,Centre-Forward,CF,6000000.0,summer,Ligue 1,2021
175,65,France,63,69,Right,1,3,3,2024.0,57,50,40,72,53,63,60,74,71,72,66,68,66,58,74,63,50,65,55,53,45,29,55,65,57,67,58,34,31,7,9,14,10,10,23.0,Attacking Midfield,AM,1500000.0,summer,Jupiler Pro League,2021
186,77,Kosovo,63,68,Left,1,2,2,2022.0,49,36,63,56,26,45,27,30,49,53,65,67,61,59,71,34,86,64,75,38,86,61,27,35,40,51,61,59,55,7,10,10,15,10,27.0,Centre-Back,CB,1000000.0,summer,Allsvenskan,2021
186,77,Kosovo,63,68,Left,1,2,2,2022.0,49,36,63,56,26,45,27,30,49,53,65,67,61,59,71,34,86,64,75,38,86,61,27,35,40,51,61,59,55,7,10,10,15,10,27.0,Centre-Back,CB,1200000.0,summer,Super League,2021
183,78,Italy,62,80,Right,1,3,2,2021.0,42,67,68,55,54,55,41,30,37,60,54,51,51,65,55,62,60,57,65,62,58,25,67,50,36,56,60,38,34,14,13,13,10,11,20.0,Centre-Forward,CF,3500000.0,summer,Serie A,2021
183,78,Italy,62,80,Right,1,3,2,2021.0,42,67,68,55,54,55,41,30,37,60,54,51,51,65,55,62,60,57,65,62,58,25,67,50,36,56,60,38,34,14,13,13,10,11,20.0,Centre-Forward,CF,1800000.0,winter,Serie A,2021
191,76,Belgium,62,80,Right,1,3,2,2023.0,58,24,49,55,26,56,30,31,56,50,67,77,64,58,55,40,62,66,61,31,58,59,47,36,36,51,60,59,61,5,14,10,9,14,19.0,Right-Back,RB,5000000.0,winter,Austria Bundesliga,2021
178,72,Italy,62,80,Right,1,3,2,2021.0,56,28,52,70,50,60,54,58,64,68,67,67,66,64,69,64,62,72,59,40,60,62,50,60,49,68,53,61,61,14,12,6,11,13,20.0,Defensive Midfield,DM,1000000.0,winter,Serie A,2021
180,67,United States,62,79,Right,1,3,2,2022.0,57,54,53,68,34,66,52,48,62,64,62,58,70,59,69,60,60,60,59,49,58,52,60,60,53,48,26,59,57,14,15,11,12,5,20.0,Attacking Midfield,AM,2000000.0,winter,Eredivisie,2021
188,86,England,62,79,Left,1,3,2,2020.0,35,23,59,64,28,44,30,33,52,55,59,63,52,60,56,43,64,46,68,26,62,61,24,40,48,51,34,64,61,5,6,10,10,6,19.0,Centre-Back,CB,2800000.0,summer,Serie A,2021
170,68,United States,62,78,Left,1,3,2,2020.0,53,39,41,57,25,64,52,27,39,62,78,80,85,57,74,45,59,63,41,35,54,53,55,45,39,58,53,60,57,12,9,6,11,8,20.0,Left-Back,LB,1800000.0,winter,Ger Bundesliga,2021
185,85,Germany,62,77,Right,1,3,3,2021.0,37,62,64,54,44,57,49,38,42,60,65,75,64,62,68,59,64,52,69,60,35,21,62,49,60,55,34,23,16,15,11,10,14,13,20.0,Centre-Forward,CF,2000000.0,summer,Ger Bundesliga,2021
178,69,Sweden,62,76,Left,1,3,3,2022.0,58,28,49,56,37,58,56,35,47,62,77,75,68,53,75,51,64,62,57,28,53,56,51,58,31,55,10,57,59,10,10,8,10,11,19.0,Left-Back,LB,1500000.0,summer,Superliga,2021
178,67,Sweden,62,75,Left,1,4,4,2023.0,48,54,38,61,38,69,63,34,53,66,82,75,80,51,72,49,83,54,44,46,47,39,52,58,39,57,55,42,42,8,7,10,5,5,22.0,Right Winger,RW,3000000.0,winter,Eredivisie,2021
179,70,Russia,62,75,Right,1,3,2,2025.0,56,54,50,64,43,64,40,48,60,62,62,69,55,61,70,60,56,56,50,51,66,58,58,60,39,60,12,62,60,10,15,8,7,12,21.0,Defensive Midfield,DM,7000000.0,summer,Premier Liga,2021
191,80,France,62,75,Right,1,3,2,2023.0,31,25,60,59,24,36,28,23,48,56,61,59,52,51,45,42,71,67,69,25,63,59,26,29,33,53,53,63,63,7,6,14,7,7,21.0,Centre-Back,CB,17000000.0,summer,Ligue 1,2021
190,80,Turkey,62,75,Left,1,3,2,2025.0,29,21,61,60,28,51,29,33,58,59,53,55,46,57,48,42,62,50,76,21,66,60,44,53,45,58,58,62,58,11,8,10,9,5,20.0,Centre-Back,CB,5000000.0,summer,Jupiler Pro League,2021
169,59,France,62,73,Left,1,2,3,2021.0,55,56,32,62,57,66,59,56,51,71,78,75,90,52,88,57,57,54,31,51,43,17,54,54,53,61,59,20,21,9,11,12,11,11,22.0,Attacking Midfield,AM,2000000.0,summer,Ligue 1,2021
185,73,England,62,72,Right,1,3,2,2021.0,37,65,62,60,60,55,38,28,28,61,70,76,66,58,57,58,66,59,66,48,59,21,64,51,53,48,60,15,19,11,13,5,13,11,22.0,Centre-Forward,CF,3500000.0,summer,Jupiler Pro League,2021
185,73,England,62,72,Right,1,3,2,2021.0,37,65,62,60,60,55,38,28,28,61,70,76,66,58,57,58,66,59,66,48,59,21,64,51,53,48,60,15,19,11,13,5,13,11,23.0,Centre-Forward,CF,3000000.0,winter,Ligue 1,2021
176,70,Netherlands,62,72,Left,1,3,2,2022.0,54,62,56,68,52,58,53,58,63,63,68,66,64,60,70,62,62,66,51,55,57,45,60,57,57,62,25,52,49,6,12,10,13,9,21.0,Attacking Midfield,AM,1000000.0,winter,Eredivisie,2021
185,72,England,61,82,Right,1,3,2,2021.0,41,29,64,55,33,49,44,34,52,58,61,64,51,57,62,54,68,65,59,28,60,60,36,49,43,57,57,63,62,9,5,10,13,14,19.0,Centre-Back,CB,25000000.0,summer,Jupiler Pro League,2021
185,72,England,61,82,Right,1,3,2,2021.0,41,29,64,55,33,49,44,34,52,58,61,64,51,57,62,54,68,65,59,28,60,60,36,49,43,57,57,63,62,9,5,10,13,14,20.0,Centre-Back,CB,25000000.0,summer,Premier League,2021
185,72,England,61,82,Right,1,3,2,2021.0,41,29,64,55,33,49,44,34,52,58,61,64,51,57,62,54,68,65,59,28,60,60,36,49,43,57,57,63,62,9,5,10,13,14,19.0,Centre-Back,CB,25000000.0,winter,Premier League,2021
184,73,England,61,81,Right,1,3,2,2024.0,62,29,54,53,30,56,34,31,47,59,79,78,68,55,75,42,60,64,59,33,56,52,57,45,42,45,55,60,57,13,8,8,13,10,20.0,Right-Back,RB,3500000.0,summer,Premier League,2021
185,85,Finland,61,79,Right,1,3,2,2023.0,25,19,61,63,24,51,26,26,61,58,61,66,56,53,63,43,71,65,76,18,57,58,31,33,37,55,13,61,59,6,12,8,15,12,19.0,Centre-Back,CB,1000000.0,winter,Allsvenskan,2021
185,85,Finland,61,79,Right,1,3,2,2023.0,25,19,61,63,24,51,26,26,61,58,61,66,56,53,63,43,71,65,76,18,57,58,31,33,37,55,13,61,59,6,12,8,15,12,19.0,Centre-Back,CB,1000000.0,winter,Allsvenskan,2021
183,82,Italy,61,79,Left,1,3,2,2024.0,36,64,59,50,56,56,49,44,38,58,61,63,55,52,67,70,64,45,69,57,41,18,64,47,63,54,26,20,16,9,6,7,6,9,19.0,Centre-Forward,CF,5000000.0,summer,Serie A,2021
183,78,Italy,61,78,Left,1,3,2,2021.0,65,28,56,34,33,65,43,36,34,60,64,59,52,61,59,30,59,57,65,29,58,60,53,37,49,45,58,65,67,9,11,5,6,11,19.0,Left-Back,LB,5000000.0,winter,Serie A,2021
195,83,Netherlands,61,78,Right,1,3,2,2023.0,40,60,68,58,53,57,48,30,43,58,67,70,54,56,42,66,65,57,81,53,36,27,53,45,60,54,58,21,23,11,10,12,10,6,18.0,Centre-Forward,CF,2000000.0,winter,Jupiler Pro League,2021
165,67,Denmark,61,77,Right,1,3,3,2023.0,63,52,58,66,52,63,54,42,63,66,65,59,69,60,88,55,49,60,52,50,59,55,48,62,42,60,25,64,55,11,14,11,6,13,20.0,Central Midfield,CM,7500000.0,winter,Superliga,2021
185,75,England,61,76,Left,1,2,2,2022.0,54,31,42,51,32,50,40,36,48,56,75,78,68,57,61,39,51,65,62,38,44,55,46,48,45,49,61,63,59,12,13,6,7,9,21.0,Left-Back,LB,1500000.0,summer,Premier League,2021
183,75,Italy,61,76,Right,1,2,2,2025.0,62,23,45,51,21,57,47,31,43,58,64,68,60,56,62,39,58,66,52,31,50,55,48,37,40,42,18,59,58,14,13,12,10,15,21.0,Right-Back,RB,3200000.0,summer,Serie A,2021
185,75,Norway,61,76,Right,1,3,2,2023.0,32,26,54,57,25,47,37,28,45,52,62,71,45,56,61,40,68,62,69,21,54,60,29,46,41,57,45,67,62,8,9,11,10,6,20.0,Centre-Back,CB,1480000.0,summer,Superliga,2021
187,75,Serbia,61,76,Left,1,4,3,2022.0,46,50,41,64,48,62,53,52,62,65,71,64,68,58,66,71,61,62,71,62,61,51,58,63,51,57,58,54,48,10,10,8,11,14,20.0,Central Midfield,CM,7500000.0,summer,Serie A,2021
185,74,Italy,61,75,Left,1,3,2,2024.0,49,31,64,38,35,68,38,41,36,47,55,61,59,57,73,33,60,49,48,34,64,65,50,39,44,50,30,71,69,14,8,7,8,9,22.0,Centre-Back,CB,4000000.0,summer,Serie A,2021
185,74,Italy,61,75,Left,1,3,2,2024.0,49,31,64,38,35,68,38,41,36,47,55,61,59,57,73,33,60,49,48,34,64,65,50,39,44,50,30,71,69,14,8,7,8,9,22.0,Centre-Back,CB,4000000.0,summer,Serie A,2021
189,80,Netherlands,61,74,Right,1,3,3,2022.0,47,55,57,66,50,59,49,41,61,60,68,73,63,62,49,67,66,68,76,54,67,40,64,58,49,56,57,45,38,7,9,8,11,7,21.0,Central Midfield,CM,1000000.0,summer,Eredivisie,2021
189,80,Netherlands,61,74,Right,1,3,3,2022.0,47,55,57,66,50,59,49,41,61,60,68,73,63,62,49,67,66,68,76,54,67,40,64,58,49,56,57,45,38,7,9,8,11,7,21.0,Central Midfield,CM,1000000.0,summer,Superliga,2021
187,79,Italy,61,74,Right,1,4,2,2024.0,50,48,57,67,42,63,52,49,64,66,53,54,49,54,47,61,55,58,64,50,55,52,57,62,45,51,54,53,49,14,14,10,8,6,20.0,Central Midfield,CM,1200000.0,summer,Serie A,2021
185,80,Austria,61,70,Left,1,3,2,2022.0,62,51,49,60,48,59,52,50,57,61,70,74,65,56,61,55,43,67,75,56,59,58,52,58,45,50,63,60,58,6,5,15,12,10,22.0,Left-Back,LB,1800000.0,summer,Austria Bundesliga,2021
185,80,Austria,61,70,Left,1,3,2,2022.0,62,51,49,60,48,59,52,50,57,61,70,74,65,56,61,55,43,67,75,56,59,58,52,58,45,50,63,60,58,6,5,15,12,10,22.0,Left-Back,LB,1800000.0,summer,Serie A,2021
178,74,Tunisia,61,69,Right,1,3,2,2021.0,27,23,62,60,34,32,26,35,38,52,52,60,55,51,68,46,68,60,57,25,52,59,25,30,41,43,59,70,68,9,8,12,10,14,23.0,Centre-Back,CB,8000000.0,summer,Premier Liga,2021
182,78,Italy,61,68,Right,1,3,2,2025.0,56,32,48,67,41,61,59,65,65,69,69,64,74,52,69,56,83,74,76,63,54,46,51,59,55,63,58,55,56,10,16,13,14,8,24.0,Central Midfield,CM,1600000.0,summer,Serie A,2021
176,76,Netherlands,60,80,Right,1,4,3,2024.0,43,64,57,50,48,57,52,40,40,59,77,74,71,55,74,63,62,58,60,53,40,21,58,57,60,58,18,15,17,12,13,9,13,15,20.0,Centre-Forward,CF,1000000.0,summer,Eredivisie,2021
188,75,Albania,60,80,Right,1,3,3,2022.0,37,62,61,52,52,55,41,36,38,60,67,74,65,54,63,60,62,54,68,51,64,19,59,51,74,54,59,31,22,9,7,15,8,9,19.0,Centre-Forward,CF,28000000.0,summer,Premier League,2021
175,67,France,60,77,Right,1,3,2,2023.0,57,39,47,61,31,57,46,39,48,62,76,72,63,52,76,53,58,59,42,36,53,55,57,48,44,44,42,58,54,11,10,14,10,9,20.0,Defensive Midfield,DM,6000000.0,summer,Premier Liga,2021
180,70,Italy,60,76,Left,1,2,2,2022.0,41,25,68,50,30,35,30,34,37,39,63,56,47,58,66,42,75,61,53,31,49,64,28,40,28,48,40,68,64,5,14,13,6,11,19.0,Centre-Back,CB,1000000.0,summer,Serie A,2021
180,70,Italy,60,76,Left,1,2,2,2022.0,41,25,68,50,30,35,30,34,37,39,63,56,47,58,66,42,75,61,53,31,49,64,28,40,28,48,40,68,64,5,14,13,6,11,19.0,Centre-Back,CB,1000000.0,winter,Serie A,2021
180,70,Norway,60,75,Right,1,3,3,2020.0,32,62,59,46,42,58,37,30,29,60,62,67,67,59,69,62,62,72,62,61,34,31,62,51,60,57,61,12,17,9,10,13,12,5,21.0,Centre-Forward,CF,7500000.0,winter,Premier Liga,2021
183,73,United States,60,75,Right,1,3,2,2023.0,30,68,53,56,44,54,40,30,32,62,72,72,54,54,61,56,63,49,66,53,32,22,57,48,66,55,58,12,19,14,7,10,9,9,21.0,Centre-Forward,CF,2000000.0,summer,Ligue 1,2021
188,83,Sweden,60,75,Right,1,3,3,2023.0,52,54,55,53,45,67,47,41,42,64,83,86,74,52,53,61,47,65,73,51,49,22,55,49,46,59,20,24,19,8,9,7,5,15,20.0,Centre-Forward,CF,8000000.0,winter,Allsvenskan,2021
188,83,Sweden,60,75,Right,1,3,3,2023.0,52,54,55,53,45,67,47,41,42,64,83,86,74,52,53,61,47,65,73,51,49,22,55,49,46,59,20,24,19,8,9,7,5,15,20.0,Centre-Forward,CF,8000000.0,summer,Allsvenskan,2021
188,83,Sweden,60,75,Right,1,3,3,2023.0,52,54,55,53,45,67,47,41,42,64,83,86,74,52,53,61,47,65,73,51,49,22,55,49,46,59,20,24,19,8,9,7,5,15,20.0,Centre-Forward,CF,2300000.0,winter,Eredivisie,2021
191,82,France,60,74,Right,1,2,2,2021.0,51,36,59,62,31,44,38,40,53,56,59,60,35,55,51,51,67,52,80,42,58,58,32,45,38,51,43,65,61,8,12,6,6,13,21.0,Defensive Midfield,DM,7000000.0,summer,Ligue 1,2021
182,70,Iran,60,74,Right,1,2,2,2024.0,34,62,69,45,55,70,34,30,32,67,64,60,50,52,71,52,65,56,61,50,58,25,54,48,64,62,16,20,29,12,12,15,9,11,20.0,Right Winger,RW,3000000.0,winter,Super Lig,2021
191,83,Sweden,60,72,Right,1,2,2,2021.0,53,29,57,61,33,52,41,31,43,55,65,72,54,54,58,36,65,67,77,35,61,52,52,39,33,49,45,59,54,7,12,11,5,9,21.0,Right Midfield,RM,7000000.0,summer,Serie A,2021
191,83,Sweden,60,72,Right,1,2,2,2021.0,53,29,57,61,33,52,41,31,43,55,65,72,54,54,58,36,65,67,77,35,61,52,52,39,33,49,45,59,54,7,12,11,5,9,21.0,Right Midfield,RM,7000000.0,summer,Superliga,2021
179,64,Denmark,60,71,Left,1,3,2,2022.0,45,59,50,51,49,62,43,28,41,64,75,76,69,55,78,52,70,59,61,54,39,17,59,53,57,52,50,13,12,6,6,9,15,12,21.0,Centre-Forward,CF,1830000.0,summer,Eredivisie,2021
176,69,Germany,59,79,Left,1,5,2,2023.0,49,51,53,66,58,63,58,60,65,62,68,55,68,57,75,82,51,48,46,66,44,45,51,58,60,58,52,52,52,15,14,11,8,7,20.0,Left-Back,LB,3000000.0,summer,Super Lig,2021
186,80,Germany,59,76,Right,1,3,1,2022.0,10,7,11,21,8,12,12,11,24,15,23,25,27,42,38,42,45,26,60,9,22,12,7,26,17,28,60,9,10,64,57,56,57,64,19.0,Goalkeeper,GK,1000000.0,summer,Ger Bundesliga,2021
175,65,Republic of Ireland,59,74,Right,1,3,2,2023.0,44,42,38,62,39,57,45,38,63,62,64,55,67,53,72,48,58,69,49,50,66,52,47,60,57,62,56,57,47,11,9,13,12,7,22.0,Defensive Midfield,DM,1800000.0,summer,Premier League,2021
175,65,Republic of Ireland,59,74,Right,1,3,2,2023.0,44,42,38,62,39,57,45,38,63,62,64,55,67,53,72,48,58,69,49,50,66,52,47,60,57,62,56,57,47,11,9,13,12,7,21.0,Defensive Midfield,DM,1800000.0,winter,Premier League,2021
190,83,Mali,59,70,Left,1,2,2,2021.0,31,59,56,48,53,55,46,28,28,55,72,69,66,54,66,59,73,66,72,52,60,10,60,47,44,49,47,26,15,7,10,6,8,7,22.0,Centre-Forward,CF,4000000.0,winter,Ligue 1,2021
172,63,Bulgaria,58,75,Right,1,3,2,,53,48,25,63,52,58,57,58,60,59,67,63,73,49,53,43,37,56,31,46,48,42,49,62,21,41,55,36,38,11,14,13,12,7,19.0,Central Midfield,CM,4000000.0,summer,Eredivisie,2021
191,81,Belgium,58,69,Left,1,3,2,2023.0,51,23,59,54,24,45,26,27,52,57,58,68,51,43,48,46,57,53,71,28,67,51,23,43,32,42,51,60,57,7,6,12,11,10,21.0,Centre-Back,CB,22000000.0,summer,Serie A,2021
179,75,Turkey,58,60,Right,1,3,2,2022.0,55,41,55,66,39,60,41,40,67,57,60,60,50,54,64,53,64,48,57,38,65,49,34,42,52,41,48,58,60,9,9,14,15,8,27.0,Central Midfield,CM,2500000.0,summer,Super Lig,2021
185,80,Denmark,57,72,Right,1,3,3,2021.0,29,59,54,43,49,59,44,43,30,57,75,70,68,50,72,54,65,57,60,53,31,16,57,49,58,49,53,26,19,9,10,11,15,12,21.0,Centre-Forward,CF,6000000.0,summer,Superliga,2021
168,57,Sweden,57,71,Right,1,3,3,2022.0,42,41,36,63,39,58,45,42,56,59,66,63,76,54,84,46,67,51,30,41,47,52,57,61,44,59,29,49,42,9,9,11,11,10,18.0,Central Midfield,CM,1450000.0,summer,Serie A,2021
190,79,Germany,57,67,Right,1,3,2,2023.0,33,27,59,46,28,44,25,22,39,38,62,67,49,54,53,36,68,68,75,27,61,55,25,27,27,52,51,57,51,11,12,11,11,8,22.0,Centre-Back,CB,3500000.0,summer,Ligue 1,2021
184,78,Albania,57,65,Right,1,3,2,2022.0,35,56,54,44,44,63,45,41,32,62,66,67,64,52,60,53,81,57,65,55,70,22,54,52,56,51,18,22,21,12,8,10,12,15,24.0,Centre-Forward,CF,2500000.0,summer,Super League,2021
178,66,Scotland,56,76,Right,1,3,2,2022.0,54,23,46,49,30,65,29,31,48,36,70,61,65,47,73,22,63,57,42,26,54,47,51,56,35,50,55,64,59,7,13,9,7,8,20.0,Right-Back,RB,14000000.0,winter,Premier League,2021
185,80,Germany,56,73,Left,1,2,2,2023.0,30,23,54,34,27,28,29,25,29,40,63,68,50,50,58,40,70,55,65,20,50,55,20,30,40,40,10,64,63,12,10,8,14,15,20.0,Centre-Back,CB,1500000.0,winter,Ger Bundesliga,2021
183,73,Germany,56,71,Left,1,3,3,2021.0,39,43,52,64,41,62,43,39,58,64,67,67,67,51,66,44,66,55,61,39,51,47,44,53,42,49,51,43,47,12,5,12,6,6,21.0,Central Midfield,CM,4000000.0,summer,Ger Bundesliga,2021
183,69,Canada,56,70,Right,1,3,2,2023.0,49,55,60,48,42,61,35,25,29,57,83,80,73,51,64,55,69,57,57,50,56,20,51,40,55,53,32,15,15,13,9,7,8,7,22.0,Right Winger,RW,6360000.0,winter,Jupiler Pro League,2021
180,61,Ghana,56,66,Right,1,2,2,2024.0,38,42,57,64,38,57,36,34,54,58,54,64,50,48,69,49,66,58,56,45,61,51,40,38,44,44,36,62,58,11,14,8,11,7,21.0,Defensive Midfield,DM,18000000.0,summer,Ligue 1,2021
192,90,Germany,56,66,Right,1,3,2,2023.0,37,43,65,65,41,52,40,50,58,58,52,53,41,57,34,57,50,62,76,48,58,37,53,59,40,56,48,43,37,7,14,8,7,11,22.0,Central Midfield,CM,4500000.0,summer,Ger Bundesliga,2021
185,77,United States,53,76,Right,1,3,2,2022.0,25,59,50,49,42,42,38,49,40,53,56,51,54,50,57,51,61,50,60,50,27,16,54,49,62,44,35,17,16,11,14,9,10,10,18.0,Centre-Forward,CF,16360000.0,winter,Ger Bundesliga,2021
171,68,Poland,53,70,Right,1,2,2,2021.0,49,42,38,56,42,58,47,42,51,54,67,71,62,46,82,49,51,49,38,33,32,26,46,52,48,51,50,33,31,15,7,6,14,8,19.0,Attacking Midfield,AM,1500000.0,summer,Pko Bp Ekstraklasa,2021
171,68,Poland,53,70,Right,1,2,2,2021.0,49,42,38,56,42,58,47,42,51,54,67,71,62,46,82,49,51,49,38,33,32,26,46,52,48,51,50,33,31,15,7,6,14,8,19.0,Attacking Midfield,AM,1500000.0,winter,Pko Bp Ekstraklasa,2021
168,55,United States,52,75,Left,1,3,2,2022.0,50,48,36,53,35,52,40,35,42,50,68,68,65,42,94,60,38,48,31,38,36,43,49,42,45,45,53,50,40,8,11,13,9,10,18.0,Left Midfield,LM,6680000.0,winter,Ger Bundesliga,2021
180,73,Turkey,52,72,Right,1,2,1,2021.0,14,7,12,16,8,13,10,10,24,16,27,22,33,48,42,41,56,26,32,5,16,6,8,24,10,29,25,11,14,50,56,54,47,50,18.0,Goalkeeper,GK,3500000.0,summer,Ligue 1,2021
173,65,England,52,70,Right,1,4,2,2021.0,42,35,39,47,22,46,36,29,44,46,65,68,80,47,74,26,61,56,58,28,49,50,49,42,44,45,48,50,47,14,14,15,10,5,20.0,Left-Back,LB,1000000.0,summer,Jupiler Pro League,2021
180,70,France,51,75,Right,1,2,2,2023.0,23,20,48,30,23,31,31,22,27,30,61,68,45,45,62,37,67,55,51,20,49,53,28,29,37,41,68,58,57,9,14,14,11,12,18.0,Centre-Back,CB,1500000.0,winter,Ligue 1,2021
191,77,United States,51,71,Right,1,2,2,2020.0,49,47,58,53,39,46,32,24,41,49,59,64,53,42,51,49,61,49,62,42,47,43,43,49,54,49,55,48,42,14,13,9,7,13,20.0,Right-Back,RB,4000000.0,winter,Jupiler Pro League,2021
191,77,United States,51,71,Right,1,2,2,2020.0,49,47,58,53,39,46,32,24,41,49,59,64,53,42,51,49,61,49,62,42,47,43,43,49,54,49,55,48,42,14,13,9,7,13,20.0,Right-Back,RB,6850000.0,summer,Serie A,2021
187,75,Denmark,51,66,Left,1,2,2,2021.0,50,45,34,43,50,53,52,31,34,52,69,65,64,32,67,56,54,44,56,45,38,22,48,58,48,44,32,23,24,11,12,14,5,12,21.0,Central Midfield,CM,1130000.0,summer,Serie A,2021
187,76,Colombia,49,62,Right,1,4,2,2024.0,25,17,48,25,26,28,25,29,28,28,63,60,46,49,55,35,73,59,59,15,46,46,28,33,37,36,43,56,51,8,7,8,10,8,20.0,Centre-Back,CB,5200000.0,summer,Premier League,2021
