height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,short_pos,fee,window,league,season
187,80,Luxembourg,70,81,Right,1,3,3,2023.0,52,53,65,70,47,63,47,39,68,67,54,65,53,63,67,67,59,85,77,45,72,67,57,62,45,63,14,68,65,7,6,6,13,13,24.0,Defensive Midfield,DM,4500000.0,winter,Premier Liga,2021
190,85,Slovenia,70,81,Right,1,3,2,2023.0,50,64,77,70,55,57,47,47,65,63,62,69,53,68,51,71,76,74,81,53,66,68,53,65,49,58,75,72,70,13,7,12,10,13,22.0,Centre-Back,CB,10000000.0,summer,Premier Liga,2021
190,75,Serbia,70,81,Left,1,3,2,2023.0,44,74,68,60,68,70,66,37,40,72,57,66,55,68,48,78,64,56,68,64,50,22,74,54,64,66,71,26,24,5,15,6,11,10,22.0,Centre-Forward,CF,81600000.0,winter,Serie A,2021
178,70,Norway,70,79,Right,1,2,3,2021.0,53,57,45,74,50,68,64,61,70,69,76,77,72,69,78,67,58,87,67,58,61,65,66,69,52,71,16,64,57,14,11,16,10,8,24.0,Defensive Midfield,DM,4500000.0,winter,Ligue 1,2021
178,74,Curacao,70,79,Right,1,3,3,2021.0,71,65,61,70,61,74,68,64,71,73,72,69,71,67,68,80,75,73,74,72,84,65,65,69,59,65,24,66,56,6,11,8,14,10,24.0,Central Midfield,CM,2300000.0,summer,Scottish Premiership,2021
171,69,England,70,79,Left,1,3,3,2021.0,54,56,53,65,34,66,42,34,52,69,84,81,81,63,77,43,71,76,51,27,74,67,54,47,36,54,66,73,69,11,9,13,10,11,23.0,Left-Back,LB,5000000.0,summer,Ger Bundesliga,2021
187,85,Italy,70,78,Right,1,2,2,2023.0,34,30,64,56,36,46,29,34,36,59,52,52,49,65,65,43,73,38,72,30,70,72,35,37,44,65,41,78,75,8,8,7,14,6,25.0,Centre-Back,CB,5850000.0,summer,Serie A,2021
173,72,Netherlands,70,78,Right,1,3,3,2023.0,49,38,58,66,42,72,44,41,58,69,70,61,65,67,74,60,86,83,76,47,84,72,53,50,50,66,70,70,66,6,9,13,11,12,23.0,Defensive Midfield,DM,4000000.0,summer,Ligue 1,2021
190,80,Czech Republic,70,78,Right,1,3,2,2024.0,36,30,67,64,33,60,51,32,61,63,65,74,60,68,51,61,60,61,80,35,70,69,27,55,44,67,25,70,69,5,12,13,10,10,20.0,Centre-Back,CB,5900000.0,summer,Serie A,2021
184,80,Czech Republic,70,78,Right,1,3,2,2024.0,51,70,68,61,68,69,59,60,58,68,72,76,69,69,67,69,78,74,78,67,82,24,71,61,67,67,43,29,28,10,6,13,9,10,25.0,Centre-Forward,CF,5000000.0,winter,Premier Liga,2021
179,76,Netherlands,70,77,Left,1,4,3,2021.0,77,43,45,78,40,68,68,64,80,74,55,51,68,72,67,68,39,66,50,59,62,68,54,75,56,68,55,58,55,10,6,11,12,5,23.0,Central Midfield,CM,2500000.0,summer,Eredivisie,2021
179,76,Netherlands,70,77,Left,1,4,3,2021.0,77,43,45,78,40,68,68,64,80,74,55,51,68,72,67,68,39,66,50,59,62,68,54,75,56,68,55,58,55,10,6,11,12,5,23.0,Central Midfield,CM,2500000.0,summer,Jupiler Pro League,2021
190,87,Austria,70,77,Right,1,3,2,2021.0,39,26,74,49,31,47,35,31,44,56,53,66,63,62,51,49,67,55,84,25,77,62,28,35,42,59,70,73,71,12,13,6,11,15,22.0,Centre-Back,CB,22000000.0,summer,Ger Bundesliga,2021
190,87,Austria,70,77,Right,1,3,2,2021.0,39,26,74,49,31,47,35,31,44,56,53,66,63,62,51,49,67,55,84,25,77,62,28,35,42,59,70,73,71,12,13,6,11,15,22.0,Centre-Back,CB,5500000.0,summer,Ligue 1,2021
178,73,England,70,77,Left,1,3,2,2021.0,72,31,51,68,21,67,64,44,60,70,79,84,79,63,78,35,60,69,56,28,64,62,49,45,35,58,69,67,66,13,14,10,8,11,24.0,Left-Back,LB,1000000.0,summer,Ger Bundesliga,2021
179,73,Morocco,70,76,Left,1,2,3,2023.0,62,36,61,66,33,70,57,38,53,70,85,88,71,66,66,53,60,64,66,44,82,71,63,56,48,64,11,65,66,11,12,14,14,6,23.0,Left-Back,LB,1500000.0,summer,Super Lig,2021
184,78,Bosnia Herzegovina,70,76,Right,1,4,3,2022.0,59,60,69,72,66,72,55,58,71,71,70,69,49,58,60,82,57,86,80,65,75,63,74,70,65,83,23,64,61,14,13,12,14,12,24.0,Attacking Midfield,AM,1200000.0,summer,Supersport Hnl,2021
182,72,England,70,75,Right,1,5,3,2021.0,73,62,58,72,71,70,74,73,73,73,67,67,70,68,70,76,59,70,67,69,61,64,63,70,74,69,69,65,59,8,15,12,8,6,26.0,Central Midfield,CM,2500000.0,summer,Premier League,2021
187,77,Switzerland,70,75,Right,1,4,2,2023.0,57,59,45,78,56,71,57,51,74,74,68,66,66,64,56,73,56,74,72,62,66,78,53,62,55,63,17,68,71,12,7,13,15,13,25.0,Centre-Back,CB,5500000.0,winter,Ger Bundesliga,2021
187,77,Switzerland,70,75,Right,1,4,2,2023.0,57,59,45,78,56,71,57,51,74,74,68,66,66,64,56,73,56,74,72,62,66,78,53,62,55,63,17,68,71,12,7,13,15,13,25.0,Centre-Back,CB,5500000.0,summer,Ger Bundesliga,2021
187,77,Switzerland,70,75,Right,1,4,2,2023.0,57,59,45,78,56,71,57,51,74,74,68,66,66,64,56,73,56,74,72,62,66,78,53,62,55,63,17,68,71,12,7,13,15,13,25.0,Centre-Back,CB,5500000.0,winter,Super League,2021
187,76,Italy,70,75,Right,1,4,2,2022.0,68,40,60,74,65,69,66,45,73,74,60,52,61,68,66,72,61,64,60,70,70,68,63,72,44,69,62,68,66,12,7,8,8,10,25.0,Defensive Midfield,DM,3500000.0,summer,Serie A,2021
186,76,Iceland,70,75,Right,1,2,1,2022.0,18,14,17,16,13,13,17,14,15,32,45,46,43,61,55,54,59,41,56,15,23,12,16,39,22,42,68,19,15,71,68,72,70,71,26.0,Goalkeeper,GK,1000000.0,summer,Jupiler Pro League,2021
187,77,Belgium,70,75,Right,1,3,3,2021.0,69,65,59,69,59,72,72,64,67,67,80,87,74,62,58,76,76,59,73,68,47,21,68,60,55,64,33,30,25,9,6,13,6,16,26.0,Right Winger,RW,2200000.0,winter,Jupiler Pro League,2021
176,72,DR Congo,70,75,Left,1,3,3,2024.0,68,57,48,76,62,74,53,47,70,76,74,69,78,61,81,55,35,68,59,64,51,64,64,67,46,66,44,73,69,6,9,14,8,5,24.0,Central Midfield,CM,5000000.0,summer,Ligue 1,2021
177,81,France,70,74,Right,1,3,3,2024.0,51,68,68,63,59,70,48,43,44,65,79,88,68,66,76,75,70,61,84,59,78,18,72,58,69,57,16,23,21,6,14,12,7,11,26.0,Centre-Forward,CF,3500000.0,summer,Super League 1,2021
189,86,Switzerland,70,73,Right,1,3,3,2022.0,45,73,70,61,54,62,59,35,57,71,62,63,60,61,49,75,71,73,91,63,85,26,72,62,62,73,68,20,16,10,14,7,16,14,26.0,Centre-Forward,CF,2000000.0,summer,Jupiler Pro League,2021
189,86,Switzerland,70,73,Right,1,3,3,2022.0,45,73,70,61,54,62,59,35,57,71,62,63,60,61,49,75,71,73,91,63,85,26,72,62,62,73,68,20,16,10,14,7,16,14,26.0,Centre-Forward,CF,1500000.0,summer,Super Lig,2021
180,81,Germany,70,73,Left,1,3,3,2021.0,69,35,49,71,31,66,65,60,59,71,67,69,69,68,72,52,69,70,66,38,61,67,41,41,35,69,30,69,67,13,11,11,10,9,26.0,Left-Back,LB,2500000.0,summer,Ger Bundesliga,2021
182,72,Turkey,70,73,Right,1,5,3,2021.0,62,68,68,75,66,70,70,72,67,71,70,62,75,72,71,74,59,63,56,74,64,68,69,73,67,66,66,64,61,12,11,6,8,11,28.0,Central Midfield,CM,5000000.0,winter,Super Lig,2021
182,72,Turkey,70,73,Right,1,5,3,2021.0,62,68,68,75,66,70,70,72,67,71,70,62,75,72,71,74,59,63,56,74,64,68,69,73,67,66,66,64,61,12,11,6,8,11,27.0,Central Midfield,CM,5000000.0,summer,Super Lig,2021
184,82,Greece,70,73,Right,1,3,3,2023.0,39,76,72,63,69,65,52,38,60,68,68,67,64,68,62,71,67,65,68,68,30,14,73,53,54,70,64,13,18,6,12,11,6,10,25.0,Centre-Forward,CF,1500000.0,summer,Super League 1,2021
181,74,Switzerland,70,73,Right,1,4,3,2025.0,64,52,59,75,50,69,60,57,72,71,75,79,84,69,82,67,67,76,62,64,66,61,59,72,55,66,70,61,61,10,15,7,6,9,25.0,Central Midfield,CM,2000000.0,summer,Serie A,2021
181,74,Switzerland,70,73,Right,1,4,3,2025.0,64,52,59,75,50,69,60,57,72,71,75,79,84,69,82,67,67,76,62,64,66,61,59,72,55,66,70,61,61,10,15,7,6,9,25.0,Central Midfield,CM,2300000.0,summer,Serie A,2021
192,92,Georgia,70,73,Right,1,3,2,2022.0,31,51,75,67,23,56,27,21,65,54,64,63,56,63,66,72,75,72,82,25,74,69,40,36,39,65,53,70,73,10,9,7,9,5,28.0,Centre-Back,CB,2500000.0,summer,Superliga,2021
190,83,Tunisia,70,73,Right,1,2,2,2022.0,31,34,68,65,46,57,25,32,68,60,72,72,65,60,58,68,76,65,70,63,73,73,38,46,66,54,23,75,70,6,6,12,5,14,27.0,Centre-Back,CB,2000000.0,summer,Super League 1,2021
187,75,Italy,70,72,Right,1,2,2,2023.0,15,17,58,58,14,42,13,19,45,56,51,48,59,70,59,20,80,50,84,12,65,72,13,13,13,63,37,75,74,8,13,11,10,9,29.0,Centre-Back,CB,1500000.0,summer,Serie A,2021
187,75,Italy,70,72,Right,1,2,2,2023.0,15,17,58,58,14,42,13,19,45,56,51,48,59,70,59,20,80,50,84,12,65,72,13,13,13,63,37,75,74,8,13,11,10,9,29.0,Centre-Back,CB,3000000.0,summer,Serie A,2021
178,78,DR Congo,70,71,Right,1,3,3,2021.0,58,71,74,61,62,66,68,46,46,67,74,76,63,69,71,74,72,67,76,62,64,44,72,59,64,68,36,34,32,8,10,6,11,7,28.0,Centre-Forward,CF,1600000.0,summer,Super Lig,2021
184,72,Senegal,70,70,Right,1,3,3,2022.0,68,66,66,63,56,71,55,48,58,68,80,91,75,64,67,70,78,78,76,61,57,26,67,62,58,70,66,35,23,10,12,13,6,8,30.0,Right Winger,RW,1600000.0,winter,Super Lig,2021
184,80,Germany,70,70,Right,1,3,2,2021.0,44,73,75,57,59,64,53,33,44,65,70,69,66,68,67,74,84,76,79,62,73,24,70,54,65,64,13,20,19,12,7,6,11,7,30.0,Centre-Forward,CF,4000000.0,summer,Ger Bundesliga,2021
175,66,Nigeria,69,83,Right,1,3,3,2022.0,54,40,42,69,43,63,60,41,65,66,84,79,89,65,82,47,72,90,62,45,76,71,58,66,46,71,68,65,58,14,9,6,7,9,20.0,Central Midfield,CM,1000000.0,summer,Jupiler Pro League,2021
184,74,Italy,69,81,Right,1,4,3,2025.0,62,68,58,74,66,72,66,60,68,72,74,74,72,70,70,74,70,75,60,62,67,55,68,68,63,69,73,66,67,5,10,8,11,10,21.0,Central Midfield,CM,30000000.0,summer,Serie A,2021
184,79,Germany,69,81,Left,1,3,3,2022.0,63,61,54,64,41,72,44,30,49,71,84,88,70,68,67,58,54,77,65,39,61,64,59,55,39,56,21,58,63,15,8,10,7,11,21.0,Left-Back,LB,6500000.0,summer,Ligue 1,2021
185,74,Netherlands,69,80,Left,1,3,2,2023.0,60,36,63,68,38,64,42,40,66,65,74,78,72,63,63,44,74,71,75,34,60,66,50,48,48,60,70,70,65,14,7,11,8,9,21.0,Left Midfield,LM,7000000.0,summer,Ger Bundesliga,2021
187,77,France,69,80,Left,1,3,2,2024.0,48,28,69,70,27,38,33,30,60,62,54,60,54,63,53,40,72,57,74,32,71,67,30,39,39,58,66,70,68,10,6,11,9,9,22.0,Centre-Back,CB,2500000.0,summer,Liga Portugal,2021
178,72,Germany,69,79,Left,1,3,2,2022.0,67,32,48,62,30,68,69,66,56,69,86,85,81,64,63,80,60,82,64,57,67,68,62,47,33,64,72,64,62,6,12,9,8,7,22.0,Left-Back,LB,1400000.0,summer,Ger Bundesliga,2021
178,72,Germany,69,79,Left,1,3,2,2022.0,67,32,48,62,30,68,69,66,56,69,86,85,81,64,63,80,60,82,64,57,67,68,62,47,33,64,72,64,62,6,12,9,8,7,22.0,Left-Back,LB,1400000.0,summer,Serie A,2021
178,72,Germany,69,79,Left,1,3,2,2022.0,67,32,48,62,30,68,69,66,56,69,86,85,81,64,63,80,60,82,64,57,67,68,62,47,33,64,72,64,62,6,12,9,8,7,22.0,Left-Back,LB,5500000.0,summer,Serie A,2021
178,72,Germany,69,79,Left,1,3,2,2022.0,67,32,48,62,30,68,69,66,56,69,86,85,81,64,63,80,60,82,64,57,67,68,62,47,33,64,72,64,62,6,12,9,8,7,22.0,Left-Back,LB,1400000.0,winter,Serie A,2021
176,70,Kosovo,69,79,Right,1,4,3,2025.0,60,69,41,60,64,71,67,42,56,68,92,94,82,62,86,71,78,70,59,63,67,32,71,52,65,66,36,34,27,9,6,10,11,7,22.0,Right Winger,RW,1300000.0,summer,Pko Bp Ekstraklasa,2021
182,76,Albania,69,78,Right,1,4,3,2023.0,43,70,67,66,62,66,42,57,46,72,70,69,60,68,76,69,68,65,75,62,58,12,72,49,72,67,69,14,21,7,10,8,8,14,24.0,Centre-Forward,CF,1200000.0,summer,Serie A,2021
183,79,Finland,69,78,Right,1,3,3,2020.0,57,66,57,64,48,71,58,39,57,70,86,84,69,65,71,64,61,69,64,54,43,42,65,62,54,66,19,34,12,7,14,6,6,9,23.0,Left Winger,LW,1500000.0,winter,Serie A,2021
182,78,France,69,78,Right,1,3,4,2023.0,56,68,61,70,64,76,66,41,57,73,76,79,76,69,75,69,63,59,63,65,39,24,70,67,61,68,25,17,21,9,10,7,13,8,22.0,Left Winger,LW,4000000.0,summer,Ger Bundesliga,2021
183,75,Germany,69,78,Right,1,4,3,2022.0,64,72,66,69,66,74,60,42,64,75,75,53,75,72,70,71,69,67,58,60,37,37,71,67,65,69,36,24,20,14,10,8,7,15,23.0,Centre-Forward,CF,1000000.0,summer,Jupiler Pro League,2021
182,68,Belgium,69,78,Left,1,3,2,2024.0,70,36,64,61,26,56,59,25,62,64,68,74,62,64,69,68,68,74,68,58,70,66,51,54,37,57,11,68,66,6,6,12,8,13,23.0,Left-Back,LB,3000000.0,summer,Jupiler Pro League,2021
182,75,Belgium,69,78,Right,1,3,2,2025.0,67,47,62,64,42,73,51,37,62,70,72,73,73,66,68,49,73,74,66,51,66,62,61,47,46,58,12,69,68,8,14,11,7,12,22.0,Right-Back,RB,2500000.0,winter,Ligue 1,2021
172,64,Sweden,69,77,Right,1,3,3,2024.0,65,63,30,68,45,73,62,64,52,71,79,74,86,59,87,57,71,63,48,52,32,22,62,69,60,64,68,24,30,11,10,8,11,9,23.0,Left Winger,LW,2000000.0,winter,Eredivisie,2021
192,73,Northern Ireland,69,77,Left,1,2,1,2024.0,14,11,17,37,11,17,20,11,29,30,54,51,40,66,59,54,68,40,61,17,24,20,14,38,29,47,38,20,20,72,65,72,64,73,25.0,Goalkeeper,GK,1000000.0,summer,Premier League,2021
190,82,Netherlands,69,77,Right,1,3,2,2022.0,32,23,68,73,28,71,62,70,71,70,64,64,65,62,53,63,69,61,73,52,66,65,40,66,46,73,29,74,68,12,13,15,13,11,24.0,Centre-Back,CB,1800000.0,winter,Eredivisie,2021
190,82,Netherlands,69,77,Right,1,3,2,2022.0,32,23,68,73,28,71,62,70,71,70,64,64,65,62,53,63,69,61,73,52,66,65,40,66,46,73,29,74,68,12,13,15,13,11,24.0,Centre-Back,CB,1800000.0,summer,Ligue 1,2021
190,82,Netherlands,69,77,Right,1,3,2,2022.0,32,23,68,73,28,71,62,70,71,70,64,64,65,62,53,63,69,61,73,52,66,65,40,66,46,73,29,74,68,12,13,15,13,11,24.0,Centre-Back,CB,1800000.0,winter,Premier League,2021
175,67,Belgium,69,77,Right,1,3,3,2022.0,73,49,58,67,56,74,53,48,65,70,78,73,73,69,69,58,70,70,65,52,53,62,52,63,56,62,66,67,62,14,12,6,7,14,22.0,Right-Back,RB,2000000.0,summer,Jupiler Pro League,2021
194,91,France,69,77,Right,1,2,2,2024.0,32,24,66,65,27,39,33,29,46,62,51,55,51,59,39,61,72,57,91,23,77,66,29,39,43,58,62,67,60,13,5,13,14,13,24.0,Centre-Back,CB,1500000.0,summer,Ligue 1,2021
186,81,Germany,69,77,Right,1,3,3,2021.0,47,72,61,62,64,66,47,34,43,70,84,85,70,68,68,68,65,72,71,61,63,14,70,58,63,57,66,15,23,10,9,6,7,8,22.0,Centre-Forward,CF,1000000.0,summer,Ger Bundesliga,2021
189,83,Germany,69,76,Right,1,3,2,2021.0,49,25,66,71,39,53,39,22,67,66,67,73,54,67,51,59,66,62,79,45,73,66,29,59,26,65,63,72,70,14,14,11,12,10,24.0,Centre-Back,CB,1500000.0,summer,Austria Bundesliga,2021
191,87,Italy,69,76,Left,1,3,2,2021.0,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7,25.0,Centre-Back,CB,4000000.0,summer,Serie A,2021
191,87,Italy,69,76,Left,1,3,2,2021.0,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7,26.0,Centre-Back,CB,3000000.0,winter,Serie A,2021
191,87,Italy,69,76,Left,1,3,2,2021.0,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7,25.0,Centre-Back,CB,3000000.0,summer,Serie A,2021
176,68,Senegal,69,76,Right,1,3,4,2022.0,72,68,45,66,56,78,50,44,62,70,74,77,79,68,79,70,44,62,45,48,30,25,58,59,62,53,67,27,35,8,12,9,10,11,25.0,Right Winger,RW,1900000.0,winter,Super Lig,2021
180,74,Austria,69,75,Left,1,3,3,2021.0,70,63,47,65,56,74,73,69,60,72,73,78,82,58,69,70,62,67,67,68,44,37,63,67,58,61,18,33,33,13,12,12,8,7,24.0,Centre-Forward,CF,2500000.0,summer,Austria Bundesliga,2021
192,83,Jamaica,69,75,Right,1,4,3,2023.0,53,73,61,64,65,64,48,56,51,63,62,71,57,60,49,84,63,68,83,71,68,16,66,60,63,67,59,21,19,8,12,14,15,12,24.0,Centre-Forward,CF,8000000.0,winter,Premier Liga,2021
185,76,Albania,69,75,Right,1,3,2,2023.0,28,22,65,62,23,55,41,26,58,57,72,74,67,68,71,48,68,63,65,23,68,72,24,38,31,62,65,72,70,9,14,10,12,13,24.0,Centre-Back,CB,2000000.0,summer,Serie A,2021
186,84,Denmark,69,73,Left,1,3,3,2022.0,59,75,68,59,71,64,75,45,52,68,66,55,66,67,72,76,67,82,75,71,40,24,67,70,63,66,17,30,24,12,13,10,14,7,25.0,Centre-Forward,CF,5500000.0,summer,Ger Bundesliga,2021
182,68,Tunisia,69,73,Left,1,3,3,2021.0,70,60,34,71,59,72,73,71,70,73,68,66,75,63,68,74,61,65,51,69,42,28,65,68,49,64,69,32,38,12,14,11,14,9,26.0,Attacking Midfield,AM,2000000.0,summer,Ligue 1,2021
192,86,France,69,72,Right,1,3,2,2023.0,51,72,76,62,62,56,40,59,39,64,53,68,48,72,42,71,68,65,83,52,52,25,72,50,73,69,59,25,29,5,13,9,6,15,26.0,Centre-Forward,CF,5500000.0,summer,Serie A,2021
187,81,Poland,69,72,Left,1,3,3,2022.0,67,56,62,64,48,72,51,45,60,70,79,78,63,58,52,60,83,67,67,54,55,60,70,67,62,62,25,64,62,8,12,13,10,10,26.0,Left-Back,LB,2300000.0,summer,Serie A,2021
187,81,Poland,69,72,Left,1,3,3,2022.0,67,56,62,64,48,72,51,45,60,70,79,78,63,58,52,60,83,67,67,54,55,60,70,67,62,62,25,64,62,8,12,13,10,10,26.0,Left-Back,LB,1000000.0,summer,Serie A,2021
177,73,Denmark,69,71,Right,1,3,3,2021.0,58,67,39,67,59,72,67,55,62,70,75,72,73,65,73,58,78,59,66,64,62,61,70,70,53,69,67,58,49,9,15,14,9,9,26.0,Attacking Midfield,AM,1800000.0,summer,Jupiler Pro League,2021
185,76,Netherlands,69,70,Left,2,3,2,2022.0,69,38,67,64,32,54,30,38,63,61,51,54,52,65,60,56,54,66,84,40,75,69,42,40,38,68,62,67,70,11,9,7,15,6,29.0,Centre-Back,CB,2000000.0,summer,Eredivisie,2021
179,73,Croatia,69,70,Left,1,3,2,2022.0,69,43,65,67,42,68,47,51,60,69,70,68,69,62,66,66,55,71,61,58,72,60,73,59,35,71,72,70,69,15,7,10,8,6,28.0,Left-Back,LB,2500000.0,summer,Supersport Hnl,2021
170,73,Ivory Coast,69,69,Left,1,2,2,2020.0,68,46,55,64,48,62,65,34,65,62,72,72,76,72,80,63,81,75,74,49,63,71,63,59,51,70,63,64,62,11,15,6,11,12,26.0,Right Winger,RW,10000000.0,winter,Laliga,2021
177,74,Mali,66,69,Left,1,2,3,2022.0,58,55,51,60,48,68,51,31,47,65,85,86,76,61,72,72,54,63,63,64,39,12,66,57,51,61,64,14,18,5,7,9,9,7,26.0,Right Winger,RW,10000000.0,winter,Laliga,2021
183,73,Morocco,69,69,Right,1,3,3,2021.0,58,53,58,77,57,72,53,72,75,72,61,57,66,70,60,72,50,66,59,71,58,58,60,63,54,68,68,67,62,9,8,9,11,8,30.0,Defensive Midfield,DM,1300000.0,summer,Serie A,2021
179,79,Germany,69,69,Left,1,3,3,2021.0,63,70,53,66,68,69,66,59,53,69,78,75,74,72,73,76,73,76,68,65,68,20,72,58,65,67,32,25,22,11,11,11,7,11,31.0,Centre-Forward,CF,2500000.0,winter,Ger Bundesliga,2021
193,84,Netherlands,68,84,Right,1,3,3,2023.0,35,71,67,59,54,70,61,61,33,69,73,69,67,63,60,67,66,63,77,52,43,14,69,53,50,51,63,14,16,6,11,12,8,14,20.0,Centre-Forward,CF,13000000.0,summer,Ger Bundesliga,2021
193,84,Netherlands,68,84,Right,1,3,3,2023.0,35,71,67,59,54,70,61,61,33,69,73,69,67,63,60,67,66,63,77,52,43,14,69,53,50,51,63,14,16,6,11,12,8,14,20.0,Centre-Forward,CF,13000000.0,summer,Jupiler Pro League,2021
188,82,Italy,68,83,Right,1,3,2,2021.0,69,32,56,57,35,62,38,33,44,60,76,69,58,63,56,26,60,70,61,27,68,65,53,44,41,49,67,70,67,8,8,9,8,6,21.0,Right Midfield,RM,7000000.0,summer,Ligue 1,2021
188,82,Italy,68,83,Right,1,3,2,2021.0,69,32,56,57,35,62,38,33,44,60,76,69,58,63,56,26,60,70,61,27,68,65,53,44,41,49,67,70,67,8,8,9,8,6,21.0,Right Midfield,RM,7000000.0,summer,Serie A,2021
188,82,Italy,68,83,Right,1,3,2,2021.0,69,32,56,57,35,62,38,33,44,60,76,69,58,63,56,26,60,70,61,27,68,65,53,44,41,49,67,70,67,8,8,9,8,6,21.0,Right Midfield,RM,7000000.0,summer,Serie A,2021
180,70,Burkina Faso,68,83,Right,1,2,2,2021.0,68,21,55,63,22,61,31,29,63,64,91,89,83,63,73,42,83,73,66,26,75,56,38,48,24,53,68,64,66,10,8,9,14,13,20.0,Right-Back,RB,7000000.0,summer,Ligue 1,2021
180,70,Burkina Faso,68,83,Right,1,2,2,2021.0,68,21,55,63,22,61,31,29,63,64,91,89,83,63,73,42,83,73,66,26,75,56,38,48,24,53,68,64,66,10,8,9,14,13,20.0,Right-Back,RB,7000000.0,summer,Premier League,2021
175,66,Portugal,68,81,Right,1,3,3,2022.0,54,60,34,69,54,71,63,50,61,72,74,70,77,63,83,68,50,63,42,69,53,46,63,64,48,62,73,47,44,12,11,8,12,6,21.0,Central Midfield,CM,1800000.0,summer,Premier League,2021
175,66,Portugal,68,81,Right,1,3,3,2022.0,54,60,34,69,54,71,63,50,61,72,74,70,77,63,83,68,50,63,42,69,53,46,63,64,48,62,73,47,44,12,11,8,12,6,22.0,Central Midfield,CM,1800000.0,winter,Premier League,2021
175,66,Portugal,68,81,Right,1,3,3,2022.0,54,60,34,69,54,71,63,50,61,72,74,70,77,63,83,68,50,63,42,69,53,46,63,64,48,62,73,47,44,12,11,8,12,6,22.0,Central Midfield,CM,1800000.0,winter,Premier League,2021
185,72,Italy,68,81,Right,1,3,3,2023.0,40,73,70,53,72,64,43,47,36,74,64,60,62,67,64,68,64,60,66,67,52,16,70,45,69,60,70,19,19,14,10,15,7,11,22.0,Centre-Forward,CF,15000000.0,summer,Serie A,2021
183,92,United States,68,80,Right,1,3,2,2021.0,40,17,67,69,26,44,27,30,66,57,61,64,53,65,60,36,72,55,79,16,62,66,27,41,38,60,35,71,68,13,6,8,16,10,24.0,Centre-Back,CB,13000000.0,summer,Premier League,2021
183,92,United States,68,80,Right,1,3,2,2021.0,40,17,67,69,26,44,27,30,66,57,61,64,53,65,60,36,72,55,79,16,62,66,27,41,38,60,35,71,68,13,6,8,16,10,23.0,Centre-Back,CB,13000000.0,summer,Scottish Premiership,2021
176,67,Switzerland,68,80,Right,1,3,4,2023.0,56,59,37,66,41,72,44,38,55,69,86,90,86,57,78,60,90,68,65,58,39,33,61,62,53,58,5,39,34,6,11,6,11,7,23.0,Left Winger,LW,1700000.0,summer,Jupiler Pro League,2021
185,75,Norway,68,80,Left,1,3,3,2022.0,61,57,56,68,47,68,63,60,66,69,69,66,72,68,74,57,69,77,67,59,63,69,65,68,65,65,18,68,62,12,6,13,13,8,22.0,Central Midfield,CM,3400000.0,winter,Serie A,2021
191,87,Germany,68,80,Right,1,3,1,2024.0,8,5,14,28,6,10,10,8,22,13,38,43,40,62,29,47,56,31,60,5,20,8,6,30,11,38,68,14,11,68,65,62,64,73,22.0,Goalkeeper,GK,1000000.0,winter,Ger Bundesliga,2021
174,65,Switzerland,68,80,Right,1,3,3,2024.0,55,62,54,70,55,64,56,62,68,69,66,63,80,67,84,61,64,72,69,71,65,66,65,71,54,64,66,64,64,8,9,11,7,14,22.0,Central Midfield,CM,1000000.0,winter,Super League,2021
187,79,France,68,80,Right,1,4,3,2022.0,72,28,57,62,35,69,66,38,53,69,68,75,55,60,57,69,60,77,77,66,69,55,62,49,47,66,66,69,69,8,14,11,8,9,21.0,Right-Back,RB,6000000.0,summer,Ligue 1,2021
187,79,France,68,80,Right,1,4,3,2022.0,72,28,57,62,35,69,66,38,53,69,68,75,55,60,57,69,60,77,77,66,69,55,62,49,47,66,66,69,69,8,14,11,8,9,21.0,Right-Back,RB,2500000.0,summer,Ligue 1,2021
182,77,DR Congo,68,80,Right,1,3,4,2024.0,62,70,61,60,71,72,58,53,42,67,78,77,81,56,66,68,76,63,68,63,46,16,71,62,67,76,10,15,13,7,15,6,14,11,22.0,Left Winger,LW,4500000.0,winter,Super Lig,2021
180,69,France,68,79,Right,1,4,2,2021.0,53,26,67,67,33,63,53,27,53,66,69,72,69,63,72,53,70,68,71,24,66,66,45,49,48,65,25,69,71,8,14,5,7,9,21.0,Centre-Back,CB,4000000.0,summer,Super League,2021
