height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
184,78,France,72,80,Right,1,3,3,2020,22,Defensive Midfield,DM,2500000,summer,Ligue 1,2019,62,52,58,71,48,64,65,46,64,66,59,54,61,73,67,60,66,79,71,55,72,72,62,68,52,68,74,74,73,13,6,8,10,8
180,71,Gabon,72,80,Right,1,3,3,2021,24,Left Winger,LW,4500000,summer,Ligue 1,2019,73,75,53,70,70,77,71,69,65,73,79,78,74,63,61,75,65,60,68,67,56,11,71,59,48,66,37,24,19,8,9,14,8,16
187,77,Belgium,72,80,Right,1,3,3,2019,23,Right Winger,RW,2200000,winter,Ligue 1,2019,72,69,59,70,59,73,74,64,67,71,86,86,77,64,60,77,75,65,74,70,47,21,72,60,55,64,47,30,25,9,6,13,6,16
187,77,Belgium,72,80,Right,1,3,3,2019,23,Right Winger,RW,2200000,summer,Ligue 1,2019,72,69,59,70,59,73,74,64,67,71,86,86,77,64,60,77,75,65,74,70,47,21,72,60,55,64,47,30,25,9,6,13,6,16
185,78,Italy,72,80,Right,1,3,3,2022,22,Central Midfield,CM,4000000,summer,Serie A,2019,56,60,70,75,58,69,55,55,72,74,52,51,54,74,57,69,54,51,68,69,58,74,72,72,53,62,68,68,66,12,8,7,8,8
171,75,France,72,79,Right,1,2,3,2021,24,Centre-Forward,CF,8000000,summer,Ligue 1,2019,63,71,62,73,67,75,58,38,61,73,77,79,80,73,88,72,60,60,52,67,43,22,73,61,61,67,28,25,23,11,9,12,12,14
183,77,Switzerland,72,79,Right,1,4,3,2022,22,Centre-Forward,CF,11300000,summer,Premier League,2019,57,74,71,56,70,69,56,33,52,70,76,81,68,65,63,66,89,70,82,58,60,16,72,61,56,77,38,19,17,13,9,6,12,16
176,75,England,72,78,Left,1,3,3,2020,24,Central Midfield,CM,3900000,summer,Premier League,2019,72,62,50,72,68,72,68,70,68,70,82,78,90,66,87,70,37,89,53,69,48,61,63,73,42,64,69,71,68,10,11,13,7,15
185,85,Sweden,72,78,Left,1,2,3,2021,23,Right Winger,RW,2300000,summer,Allsvenskan,2019,50,70,66,59,64,67,42,31,46,68,79,88,56,67,50,78,74,72,90,61,58,13,70,59,57,71,40,26,16,9,12,9,15,13
185,85,Sweden,72,78,Left,1,2,3,2021,23,Right Winger,RW,2300000,winter,Allsvenskan,2019,50,70,66,59,64,67,42,31,46,68,79,88,56,67,50,78,74,72,90,61,58,13,70,59,57,71,40,26,16,9,12,9,15,13
173,75,Italy,72,78,Right,1,4,3,2019,26,Right Winger,RW,3000000,summer,Serie A,2019,70,71,33,70,60,77,60,39,65,75,73,76,78,65,73,65,41,55,68,67,26,16,68,66,56,64,25,22,17,6,10,10,8,14
192,78,Morocco,72,78,Left,1,4,3,2023,22,Centre-Forward,CF,20000000,winter,Laliga,2019,48,73,69,63,67,74,40,47,46,72,75,77,68,70,44,70,74,58,64,68,37,31,71,49,59,59,27,31,27,13,9,14,9,13
191,75,England,72,77,Right,1,3,2,2022,24,Centre-Back,CB,22220000,summer,Premier League,2019,44,26,76,65,27,65,27,25,70,70,67,69,61,59,66,37,76,67,75,32,69,75,26,39,24,73,68,71,67,10,8,14,7,12
176,75,Argentina,72,77,Right,1,2,3,2022,26,Right-Back,RB,5500000,summer,Liga Portugal,2019,71,34,52,64,32,77,57,58,68,63,88,89,76,70,66,51,85,91,68,37,83,60,25,32,48,68,70,69,73,12,12,16,12,15
182,65,Turkey,72,77,Right,1,5,3,2019,25,Central Midfield,CM,5000000,summer,Super Lig,2019,69,68,68,74,66,71,74,73,71,72,74,71,76,72,71,71,60,66,52,69,67,68,69,77,67,66,62,64,61,12,11,6,8,11
183,88,Nigeria,72,77,Right,1,3,2,2020,25,Defensive Midfield,DM,3500000,summer,Super League 1,2019,37,33,70,68,41,54,41,34,61,60,46,45,38,60,41,71,48,87,94,57,88,75,54,56,55,72,69,78,73,10,10,9,14,13
185,94,France,72,77,Right,1,3,2,2021,25,Centre-Forward,CF,3500000,summer,Ligue 1,2019,33,74,68,65,62,62,60,36,40,68,66,68,64,69,55,80,73,68,90,64,59,29,71,52,73,65,16,17,17,16,12,14,16,9
188,88,Belgium,72,76,Left,1,2,1,2020,26,Goalkeeper,GK,2250000,summer,Jupiler Pro League,2019,12,11,11,39,16,12,16,13,38,22,37,37,45,65,43,38,67,32,67,13,34,14,11,39,26,50,16,17,11,75,71,72,70,73
187,86,Belgium,72,76,Right,1,3,1,2019,25,Goalkeeper,GK,1500000,summer,Jupiler Pro League,2019,11,14,11,48,14,18,11,19,46,25,53,48,45,67,49,40,65,37,73,12,28,12,11,41,30,46,12,11,18,75,71,65,68,75
181,77,Greece,72,76,Left,1,4,3,2019,26,Attacking Midfield,AM,10000000,summer,Super Lig,2019,70,70,68,74,68,68,70,74,69,72,65,72,68,65,65,77,68,70,73,76,61,44,72,74,63,65,45,33,41,12,12,13,8,14
175,65,Russia,72,76,Right,1,4,3,2021,24,Right-Back,RB,8000000,summer,Premier Liga,2019,75,52,62,70,50,67,64,63,68,67,75,74,71,69,72,73,74,84,58,67,69,70,66,64,55,72,70,71,69,14,13,12,9,10
182,68,Tunisia,72,76,Left,1,3,3,2021,24,Attacking Midfield,AM,2000000,summer,Ligue 1,2019,72,60,34,74,59,74,78,74,71,75,72,72,76,61,69,74,60,66,49,69,42,28,66,71,49,64,51,32,38,12,14,11,14,9
178,85,Algeria,72,75,Right,1,3,3,2019,26,Central Midfield,CM,2000000,summer,Ligue 1,2019,56,67,44,75,60,75,68,65,73,74,60,65,67,71,71,75,58,68,76,70,76,69,65,67,62,74,69,66,60,14,14,8,15,10
191,84,Netherlands,72,75,Right,1,3,2,2019,26,Centre-Back,CB,1500000,summer,Eredivisie,2019,36,38,78,58,33,42,36,34,63,61,36,34,54,62,59,48,78,74,84,44,74,73,30,40,36,68,74,69,67,7,13,11,7,15
178,65,England,72,75,Right,1,4,3,2020,26,Centre-Forward,CF,6000000,summer,Jupiler Pro League,2019,68,71,69,67,61,71,69,63,60,69,79,80,83,67,78,74,82,75,66,73,60,50,69,65,62,69,43,49,55,14,14,12,11,13
171,62,France,72,75,Right,1,3,3,2022,27,Attacking Midfield,AM,9500000,summer,Ligue 1,2019,69,62,36,75,47,71,73,78,71,72,78,73,83,81,86,72,31,78,56,69,73,58,64,75,70,63,63,51,47,12,11,15,10,10
180,72,England,72,75,Right,1,3,3,2019,25,Left-Back,LB,1000000,summer,Premier League,2019,70,59,66,70,43,72,55,33,65,72,74,70,73,74,70,66,77,74,67,60,68,68,65,68,50,70,70,71,72,10,9,15,16,13
179,65,Netherlands,72,75,Left,1,3,4,2019,23,Left-Back,LB,5000000,summer,Ger Bundesliga,2019,72,57,64,75,68,78,73,65,65,79,80,81,84,68,67,63,75,70,52,55,72,72,69,77,56,70,59,67,66,10,13,11,14,15
188,82,Sweden,72,74,Right,1,3,3,2019,27,Centre-Forward,CF,2200000,winter,Allsvenskan,2019,46,71,78,74,68,65,48,35,59,72,46,62,61,71,45,71,52,77,85,58,71,20,74,72,72,65,35,25,20,11,16,11,12,8
188,82,Sweden,72,74,Right,1,3,3,2019,27,Centre-Forward,CF,2200000,summer,Jupiler Pro League,2019,46,71,78,74,68,65,48,35,59,72,46,62,61,71,45,71,52,77,85,58,71,20,74,72,72,65,35,25,20,11,16,11,12,8
186,73,Belgium,72,74,Right,1,3,2,2020,28,Centre-Forward,CF,4000000,winter,Ligue 1,2019,48,77,75,62,72,60,64,66,33,67,67,68,65,72,60,67,68,71,74,60,47,38,79,59,70,74,14,18,21,16,12,6,10,14
197,86,France,72,74,Right,1,2,1,2020,27,Goalkeeper,GK,7600000,summer,Ligue 1,2019,10,5,10,20,9,13,13,14,22,11,25,30,48,73,23,18,36,17,67,9,22,13,6,35,13,56,10,11,13,71,68,61,71,73
176,77,France,72,73,Right,1,4,2,2021,27,Right-Back,RB,1000000,summer,Ligue 1,2019,63,33,63,66,34,58,60,44,61,63,78,81,76,68,72,51,81,90,68,38,73,70,58,61,47,64,72,70,72,9,8,11,13,9
181,72,Netherlands,72,72,Right,1,3,3,2020,28,Left Winger,LW,1200000,summer,Super Liga Srbije,2019,64,58,38,68,51,82,67,57,60,78,79,84,75,65,75,67,55,63,66,54,58,34,68,62,63,66,26,48,36,16,14,11,16,12
185,70,Ivory Coast,71,86,Right,1,4,3,2022,22,Left Winger,LW,1000000,winter,Serie A,2019,55,75,63,65,58,70,49,45,52,69,79,84,68,60,63,63,64,64,78,58,52,27,74,59,61,60,23,25,19,15,13,6,7,14
187,85,Italy,71,83,Left,1,4,3,2022,21,Left-Back,LB,2500000,summer,Serie A,2019,72,49,68,69,36,72,50,37,66,71,79,79,68,69,62,67,58,78,78,48,72,64,59,56,45,60,65,70,68,11,14,6,7,13
173,64,Algeria,71,82,Left,1,3,3,2021,21,Defensive Midfield,DM,17200000,summer,Serie A,2019,67,66,60,72,64,73,66,65,70,73,69,71,72,68,79,69,65,74,34,65,47,59,69,69,60,67,60,60,56,9,12,10,16,15
190,81,Netherlands,71,82,Left,1,3,2,2021,21,Centre-Back,CB,1200000,summer,Eredivisie,2019,28,23,58,70,30,45,37,33,73,70,67,65,63,69,60,47,54,67,76,24,68,73,32,34,35,63,69,75,72,11,13,14,7,9
190,81,Netherlands,71,82,Left,1,3,2,2021,21,Centre-Back,CB,1200000,summer,Ger Bundesliga,2019,28,23,58,70,30,45,37,33,73,70,67,65,63,69,60,47,54,67,76,24,68,73,32,34,35,63,69,75,72,11,13,14,7,9
175,60,Mali,71,81,Left,1,3,3,2022,23,Right Winger,RW,3600000,summer,Ligue 1,2019,64,70,62,64,56,77,43,38,58,73,80,76,82,64,76,64,51,64,50,59,33,20,73,62,59,57,20,17,14,9,12,7,12,7
175,60,Mali,71,81,Left,1,3,3,2022,23,Right Winger,RW,3600000,summer,Premier League,2019,64,70,62,64,56,77,43,38,58,73,80,76,82,64,76,64,51,64,50,59,33,20,73,62,59,57,20,17,14,9,12,7,12,7
178,69,England,71,80,Right,1,3,3,2021,24,Central Midfield,CM,10000000,winter,Premier League,2019,65,62,64,69,50,68,58,65,67,71,70,75,70,69,71,77,74,86,69,70,70,65,70,69,40,69,62,67,61,8,11,12,7,9
180,67,France,71,80,Right,1,3,3,2021,22,Right Midfield,RM,1500000,summer,Ligue 1,2019,71,69,64,72,72,69,67,64,67,72,82,79,81,59,74,72,82,75,68,67,31,60,55,70,67,62,22,44,17,9,15,5,11,6
182,72,England,71,79,Right,1,5,3,2019,24,Central Midfield,CM,2500000,summer,Ger Bundesliga,2019,73,66,58,74,71,71,74,73,73,73,67,69,70,67,70,78,57,66,69,73,58,60,64,71,74,67,49,54,45,8,15,12,8,6
182,72,England,71,79,Right,1,5,3,2019,24,Central Midfield,CM,2500000,winter,Premier League,2019,73,66,58,74,71,71,74,73,73,73,67,69,70,67,70,78,57,66,69,73,58,60,64,71,74,67,49,54,45,8,15,12,8,6
171,69,France,71,79,Right,1,3,3,2021,22,Centre-Forward,CF,15560000,summer,Premier League,2019,60,73,60,69,66,64,63,55,58,69,77,72,74,72,79,70,60,64,66,58,65,26,75,67,69,60,30,52,33,11,12,7,8,14
190,70,Switzerland,71,79,Right,1,4,3,2019,23,Centre-Back,CB,7500000,summer,Ger Bundesliga,2019,57,62,45,74,56,73,57,51,70,71,72,78,66,60,56,73,56,74,70,70,60,42,65,69,55,63,52,60,55,12,7,13,15,13
190,70,Switzerland,71,79,Right,1,4,3,2019,23,Centre-Back,CB,5500000,summer,Premier League,2019,57,62,45,74,56,73,57,51,70,71,72,78,66,60,56,73,56,74,70,70,60,42,65,69,55,63,52,60,55,12,7,13,15,13
176,67,England,71,79,Right,1,3,2,2022,22,Right-Back,RB,2000000,summer,Ger Bundesliga,2019,69,28,64,64,33,63,56,49,60,55,73,72,68,67,71,50,72,68,63,30,69,76,61,55,53,63,70,74,75,6,13,16,13,15
202,92,Serbia,71,79,Right,1,3,1,2019,22,Goalkeeper,GK,6000000,summer,Jupiler Pro League,2019,18,20,12,31,16,15,55,59,30,18,40,45,37,66,38,62,58,33,73,45,34,21,12,50,24,65,11,15,19,70,69,77,70,71
202,92,Serbia,71,79,Right,1,3,1,2019,22,Goalkeeper,GK,6000000,summer,Serie A,2019,18,20,12,31,16,15,55,59,30,18,40,45,37,66,38,62,58,33,73,45,34,21,12,50,24,65,11,15,19,70,69,77,70,71
192,88,France,71,79,Right,1,3,3,2020,21,Centre-Forward,CF,9000000,summer,Ger Bundesliga,2019,45,74,71,64,66,69,40,30,49,70,68,73,71,58,54,70,65,61,84,70,53,25,69,58,65,64,30,35,25,11,13,14,9,15
187,85,Italy,71,79,Right,1,2,2,2019,23,Centre-Back,CB,2800000,winter,Serie A,2019,34,30,61,56,36,46,29,34,36,59,59,55,49,65,65,43,72,53,74,30,70,72,33,37,44,65,68,78,74,8,8,7,14,6
187,85,Italy,71,79,Right,1,2,2,2019,23,Centre-Back,CB,2800000,summer,Serie A,2019,34,30,61,56,36,46,29,34,36,59,59,55,49,65,65,43,72,53,74,30,70,72,33,37,44,65,68,78,74,8,8,7,14,6
180,79,Turkey,71,79,Right,1,4,3,2021,21,Central Midfield,CM,4200000,summer,Super Lig,2019,67,56,43,74,53,77,55,52,65,75,67,65,77,70,75,54,56,66,67,43,52,29,62,75,51,65,31,34,46,11,12,11,13,13
194,90,Norway,71,78,Left,1,4,3,2022,23,Centre-Forward,CF,14000000,summer,Premier League,2019,51,72,70,59,64,69,61,51,51,68,67,74,44,63,64,75,54,69,81,64,73,19,68,55,63,68,19,21,21,15,12,8,15,8
194,90,Norway,71,78,Left,1,4,3,2022,23,Centre-Forward,CF,14000000,summer,Super Lig,2019,51,72,70,59,64,69,61,51,51,68,67,74,44,63,64,75,54,69,81,64,73,19,68,55,63,68,19,21,21,15,12,8,15,8
183,77,Germany,71,78,Left,1,3,3,2020,24,Left Winger,LW,2300000,summer,Ger Bundesliga,2019,69,60,47,66,49,73,58,36,57,69,92,92,73,63,69,75,55,68,67,59,34,58,64,60,60,58,58,59,50,8,8,10,12,8
175,70,Italy,71,77,Left,1,2,3,2019,24,Left-Back,LB,1450000,summer,Serie A,2019,75,40,60,75,48,70,64,41,70,73,79,69,65,70,62,49,44,68,60,45,61,63,67,66,48,65,62,64,61,15,10,12,7,6
178,64,Ukraine,71,77,Right,1,3,3,2020,24,Right-Back,RB,1000000,summer,Premier Liga Ukr,2019,71,46,55,68,35,74,37,39,67,68,80,81,68,71,75,31,56,72,56,50,61,67,68,66,48,65,64,68,69,8,10,8,12,8
178,64,Ukraine,71,77,Right,1,3,3,2020,24,Right-Back,RB,1000000,summer,Premier Liga,2019,71,46,55,68,35,74,37,39,67,68,80,81,68,71,75,31,56,72,56,50,61,67,68,66,48,65,64,68,69,8,10,8,12,8
177,71,Norway,71,76,Right,1,3,3,2021,24,Attacking Midfield,AM,2500000,winter,Jupiler Pro League,2019,66,53,20,71,54,80,62,61,64,80,78,73,87,65,83,48,57,64,46,52,26,21,63,69,56,66,28,20,24,6,12,10,7,9
181,70,Italy,71,76,Right,1,4,3,2019,25,Attacking Midfield,AM,1400000,summer,Serie A,2019,57,51,53,75,58,70,57,58,68,73,70,67,73,76,75,73,49,72,66,68,59,58,65,68,55,69,50,61,55,5,13,9,8,11
188,82,France,71,76,Right,1,3,1,2019,25,Goalkeeper,GK,3000000,summer,Ligue 1,2019,10,10,17,35,10,10,12,10,25,25,54,43,35,69,52,20,61,20,54,10,24,20,10,49,16,35,15,14,10,75,67,63,64,74
180,66,New Zealand,71,76,Right,1,3,3,2019,24,Left Winger,LW,2400000,summer,Super Lig,2019,68,66,44,64,43,76,74,40,41,72,84,82,78,73,77,70,59,73,66,64,30,12,68,58,51,64,20,14,12,8,7,14,14,7
187,82,Netherlands,71,76,Right,1,2,3,2020,24,Right-Back,RB,2000000,summer,Ger Bundesliga,2019,60,61,65,67,42,74,52,38,66,72,85,87,70,66,56,72,74,86,80,60,82,67,66,62,44,70,64,68,67,13,10,7,11,11
198,91,Belgium,71,75,Left,1,3,3,2022,25,Centre-Forward,CF,1500000,summer,Jupiler Pro League,2019,56,71,76,65,66,64,46,48,37,69,62,66,50,69,32,70,65,67,91,65,58,28,70,57,67,67,34,29,16,12,13,8,11,9
175,66,Uruguay,71,75,Right,1,3,3,2022,26,Defensive Midfield,DM,2000000,summer,Serie A,2019,60,48,51,74,56,69,74,71,77,70,74,68,83,72,78,68,53,76,59,68,41,55,65,75,67,69,57,52,45,10,15,10,8,11
175,66,Uruguay,71,75,Right,1,3,3,2022,27,Defensive Midfield,DM,2550000,winter,Serie A,2019,60,48,51,74,56,69,74,71,77,70,74,68,83,72,78,68,53,76,59,68,41,55,65,75,67,69,57,52,45,10,15,10,8,11
172,65,Italy,71,75,Left,1,2,3,2019,25,Right Winger,RW,1500000,summer,Serie A,2019,72,62,59,72,59,72,66,67,69,71,81,85,82,66,83,59,51,56,35,64,28,18,67,69,59,71,27,23,22,9,9,13,9,12
180,69,Sweden,71,75,Left,1,3,3,2023,25,Left Midfield,LM,2500000,summer,Serie A,2019,66,59,34,68,61,76,67,72,59,73,77,81,70,68,82,77,50,72,78,68,63,40,63,72,44,62,36,49,48,7,11,10,16,7
190,83,Morocco,71,72,Right,1,3,2,2019,27,Centre-Back,CB,2000000,summer,Serie A,2019,35,34,66,58,30,55,35,25,59,58,69,71,72,68,55,53,74,63,75,38,72,72,35,39,41,72,69,74,65,15,12,10,10,8
188,78,Republic of Ireland,71,71,Right,1,3,1,2021,32,Goalkeeper,GK,4700000,winter,Premier League,2019,11,14,16,33,16,14,15,14,34,33,41,44,50,68,43,36,61,34,57,14,29,18,11,35,30,36,15,14,14,73,65,66,70,72
186,82,Italy,70,85,Right,1,5,2,2019,21,Centre-Back,CB,2250000,summer,Serie A,2019,41,33,70,59,35,51,32,30,53,59,64,73,49,63,55,51,73,70,81,33,65,66,33,50,52,64,67,71,70,12,14,5,15,11
185,76,France,70,85,Right,1,3,3,2022,20,Defensive Midfield,DM,18000000,winter,Ligue 1,2019,45,46,62,72,44,67,47,45,68,72,67,69,62,67,58,64,62,63,74,46,72,68,65,63,47,70,69,70,59,9,8,12,12,7
173,70,Wales,70,83,Left,1,3,3,2019,22,Right Winger,RW,2700000,summer,Premier League,2019,64,68,47,64,50,73,64,65,58,71,80,76,75,64,84,62,45,65,47,59,31,23,69,65,61,58,47,37,36,7,13,9,15,7
185,80,England,70,83,Left,1,3,3,2021,22,Attacking Midfield,AM,2000000,winter,Premier League,2019,64,68,52,71,58,74,60,69,67,71,63,64,69,60,71,68,48,52,56,73,48,33,64,73,64,70,45,46,52,8,13,7,14,8
183,72,England,70,83,Right,1,2,3,2022,21,Right-Back,RB,55000000,summer,Premier League,2019,62,44,51,59,43,65,47,45,52,67,83,81,79,58,76,51,60,68,66,46,58,67,54,55,56,55,69,73,78,9,8,6,8,8
190,85,England,70,82,Right,1,3,1,2019,22,Goalkeeper,GK,18000000,summer,Premier League,2019,14,9,13,32,5,13,13,10,31,32,51,48,53,70,56,23,59,34,60,6,21,11,8,33,16,39,17,14,14,71,68,63,66,70
175,68,Austria,70,82,Left,1,3,3,2020,20,Left Winger,LW,12000000,summer,Ger Bundesliga,2019,58,65,56,67,60,75,71,62,63,72,76,71,73,60,74,68,73,67,52,63,54,38,69,67,64,63,23,41,35,13,10,13,6,8
178,72,Croatia,70,82,Right,1,4,3,2022,21,Attacking Midfield,AM,15000000,summer,Premier League,2019,67,67,51,64,66,76,60,58,57,76,77,73,72,58,74,66,55,62,59,64,63,26,65,66,63,61,34,35,37,6,14,15,9,14
178,72,Croatia,70,82,Right,1,4,3,2022,21,Attacking Midfield,AM,23000000,summer,Premier Liga,2019,67,67,51,64,66,76,60,58,57,76,77,73,72,58,74,66,55,62,59,64,63,26,65,66,63,61,34,35,37,6,14,15,9,14
188,74,Scotland,70,81,Right,1,3,3,2022,22,Centre-Forward,CF,2200000,summer,Laliga,2019,63,67,44,65,48,74,62,38,55,69,85,94,70,65,69,70,50,62,79,53,59,34,64,59,42,64,34,38,27,13,11,7,7,15
191,89,France,70,81,Right,1,3,2,2019,21,Centre-Back,CB,5000000,summer,Ligue 1,2019,23,26,74,55,27,39,30,29,46,55,51,62,40,60,38,42,52,73,93,25,61,67,31,28,38,60,69,72,67,12,14,12,15,9
187,77,DR Congo,70,80,Left,1,4,3,2019,21,Right Winger,RW,20000000,summer,Ger Bundesliga,2019,67,58,26,65,61,78,67,66,63,74,79,78,77,66,70,66,69,58,63,68,28,23,61,63,45,68,27,21,23,9,7,14,11,12
187,77,DR Congo,70,80,Left,1,4,3,2019,21,Right Winger,RW,15000000,summer,Premier League,2019,67,58,26,65,61,78,67,66,63,74,79,78,77,66,70,66,69,58,63,68,28,23,61,63,45,68,27,21,23,9,7,14,11,12
190,89,Austria,70,80,Right,1,3,2,2021,20,Centre-Back,CB,4000000,summer,Premier League,2019,39,26,74,49,31,47,35,31,44,56,55,73,64,62,51,49,67,55,79,25,73,62,28,35,39,59,69,74,71,12,13,6,11,15
188,91,Germany,70,80,Right,1,4,3,2020,22,Central Midfield,CM,4500000,winter,Ger Bundesliga,2019,58,49,64,75,46,70,57,59,64,74,63,74,60,65,61,74,62,88,86,61,72,59,61,70,36,58,61,66,60,5,10,5,12,13
188,91,Germany,70,80,Right,1,4,3,2020,22,Central Midfield,CM,7000000,summer,Ger Bundesliga,2019,58,49,64,75,46,70,57,59,64,74,63,74,60,65,61,74,62,88,86,61,72,59,61,70,36,58,61,66,60,5,10,5,12,13
192,85,Turkey,70,80,Left,1,3,2,2019,21,Centre-Back,CB,19500000,summer,Serie A,2019,31,32,68,64,34,51,48,23,61,53,53,62,58,63,56,60,68,65,82,38,71,70,26,38,41,61,68,70,67,15,7,13,6,11
192,85,Turkey,70,80,Left,1,3,2,2019,21,Centre-Back,CB,8000000,summer,Serie A,2019,31,32,68,64,34,51,48,23,61,53,53,62,58,63,56,60,68,65,82,38,71,70,26,38,41,61,68,70,67,15,7,13,6,11
192,85,Turkey,70,80,Left,1,3,2,2019,21,Centre-Back,CB,20000000,summer,Super Lig,2019,31,32,68,64,34,51,48,23,61,53,53,62,58,63,56,60,68,65,82,38,71,70,26,38,41,61,68,70,67,15,7,13,6,11
178,75,England,70,79,Right,1,3,3,2019,24,Centre-Forward,CF,7800000,summer,Premier League,2019,67,69,60,63,57,73,55,55,43,69,83,83,83,64,65,65,47,62,65,57,44,25,71,66,61,62,47,21,21,14,7,10,14,15
183,70,England,70,79,Left,1,2,3,2022,23,Left-Back,LB,15500000,summer,Premier League,2019,73,36,58,66,37,66,63,62,62,64,67,75,69,67,63,34,60,67,67,38,63,67,49,49,51,59,70,73,70,10,15,8,11,14
185,77,France,70,79,Right,1,2,2,2023,23,Defensive Midfield,DM,1500000,summer,Ligue 1,2019,50,22,70,71,35,59,50,29,67,69,60,59,55,68,59,47,76,68,75,23,69,67,50,58,40,65,69,76,70,11,12,14,9,12
190,77,Italy,70,79,Right,1,3,2,2020,23,Centre-Back,CB,2000000,summer,Serie A,2019,34,25,69,48,40,38,38,34,40,48,52,52,37,60,57,51,68,53,71,29,76,71,32,39,47,55,72,75,72,13,12,8,6,8
180,75,Ivory Coast,70,79,Right,1,4,3,2019,22,Central Midfield,CM,6000000,summer,Ligue 1,2019,59,46,41,73,37,68,60,45,71,75,56,65,71,67,69,63,65,75,72,55,80,66,51,68,39,73,51,68,63,11,13,8,9,13
182,70,Nigeria,70,79,Right,1,3,3,2021,22,Right Winger,RW,1700000,summer,Ger Bundesliga,2019,70,63,53,68,55,75,64,42,52,69,86,89,79,63,74,64,66,58,53,53,37,31,62,57,52,58,17,26,29,15,6,13,11,11
189,77,Netherlands,70,79,Left,1,5,3,2019,22,Centre-Forward,CF,2500000,summer,Eredivisie,2019,46,70,71,61,59,71,65,40,41,72,68,69,73,65,66,65,71,73,75,61,49,35,70,62,68,72,28,12,12,13,12,5,8,15
190,90,Denmark,70,78,Right,1,3,2,2021,23,Centre-Back,CB,24000000,summer,Ligue 1,2019,36,40,62,60,30,46,40,36,64,58,64,59,50,66,55,48,77,53,83,38,68,70,28,48,44,62,71,72,66,13,7,9,15,14
186,75,Italy,70,78,Right,1,3,2,2022,23,Right-Back,RB,1100000,summer,Ligue 1,2019,49,22,63,46,31,44,31,34,42,46,57,69,55,64,63,45,68,66,77,29,58,70,32,42,44,64,74,76,74,6,8,12,12,13
186,84,Denmark,70,77,Left,1,3,3,2021,23,Centre-Forward,CF,1500000,summer,Ger Bundesliga,2019,59,71,68,59,70,64,51,45,52,68,68,73,68,67,73,67,67,67,75,63,40,24,75,52,63,66,32,30,24,12,13,10,14,7
191,69,Netherlands,70,77,Right,1,4,3,2022,22,Attacking Midfield,AM,6900000,summer,Jupiler Pro League,2019,52,65,67,70,58,72,58,47,59,73,69,66,67,70,62,44,70,76,73,58,42,30,69,72,48,73,47,38,36,10,12,10,13,11
186,72,Norway,70,76,Right,1,3,2,2019,23,Central Midfield,CM,4000000,summer,Serie A,2019,62,58,71,69,51,68,51,48,65,68,66,67,67,72,68,65,79,93,74,55,78,70,71,64,49,70,59,68,62,13,14,10,7,13
179,75,France,70,76,Left,1,4,3,2021,24,Right Winger,RW,3500000,summer,Ligue 1,2019,69,71,52,68,68,73,69,61,56,70,88,85,76,55,80,70,54,67,71,74,30,21,54,61,67,56,42,21,16,8,12,7,16,13
186,86,Greece,70,76,Right,1,3,2,2021,25,Centre-Forward,CF,5000000,winter,Pko Bp Ekstraklasa,2019,36,72,70,56,61,66,44,36,24,61,70,74,65,66,50,76,66,67,83,62,77,17,68,46,60,67,27,24,19,9,8,14,7,13
186,86,Greece,70,76,Right,1,3,2,2021,24,Centre-Forward,CF,5000000,summer,Super League 1,2019,36,72,70,56,61,66,44,36,24,61,70,74,65,66,50,76,66,67,83,62,77,17,68,46,60,67,27,24,19,9,8,14,7,13
183,78,France,70,75,Right,1,3,3,2021,26,Right-Back,RB,2500000,winter,Laliga,2019,69,47,56,67,45,76,58,40,59,69,66,75,64,59,63,59,70,65,73,49,67,70,65,55,49,61,65,75,77,11,7,6,10,14
183,78,France,70,75,Right,1,3,3,2021,26,Right-Back,RB,2500000,summer,Premier League,2019,69,47,56,67,45,76,58,40,59,69,66,75,64,59,63,59,70,65,73,49,67,70,65,55,49,61,65,75,77,11,7,6,10,14
185,79,Germany,70,75,Right,1,3,2,2022,24,Centre-Back,CB,2500000,summer,Serie A,2019,32,23,69,69,28,56,21,26,72,61,61,68,61,66,60,50,75,65,75,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10
192,90,Germany,70,75,Right,1,3,1,2019,25,Goalkeeper,GK,1000000,summer,Super League,2019,11,10,12,22,9,10,11,13,16,20,25,38,34,67,38,23,66,35,77,12,27,14,11,48,18,26,20,13,11,69,68,65,66,73
183,70,Italy,70,75,Right,1,2,2,2019,24,Centre-Back,CB,1000000,summer,Serie A,2019,58,12,70,58,49,60,50,30,56,65,69,73,67,70,67,59,70,72,72,48,74,72,32,32,27,68,72,73,72,9,11,12,12,6
