club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
1.FSV Mainz 05,Delano Burgzorg,23.0,Netherlands,Left Winger,LW,1800000.0,Heracles Almelo,Netherlands,2000000.0,in,summer,1 Bundesliga,2022,False,,delano burgzorg
1.FSV Mainz 05,Dominik Kohr,28.0,Germany,Defensive Midfield,DM,3500000.0,E. Frankfurt,Germany,1500000.0,in,summer,1 Bundesliga,2022,False,,dominik kohr
1.FSV Mainz 05,Ludovic Ajorque,28.0,Réunion,Centre-Forward,CF,9000000.0,R. Strasbourg,France,6000000.0,in,winter,1 Bundesliga,2022,False,,ludovic ajorque
1.FSV Mainz 05,Andreas Hanche-Olsen,25.0,Norway,Centre-Back,CB,7500000.0,KAA Gent,Belgium,2500000.0,in,winter,1 Bundesliga,2022,False,,andreas hanche-olsen
Bayer 04 Leverkusen,Adam Hlozek,19.0,Czech Republic,Centre-Forward,CF,18000000.0,Sparta Prague,Czech Republic,13000000.0,in,summer,1 Bundesliga,2022,False,,adam hlozek
Bayer 04 Leverkusen,Gustavo Puerta,19.0,Colombia,Central Midfield,CM,1500000.0,Bogotá FC,Colombia,2000000.0,in,winter,1 Bundesliga,2022,False,,gustavo puerta
Bayern Munich,Matthijs de Ligt,22.0,Netherlands,Centre-Back,CB,70000000.0,Juventus,Italy,67000000.0,in,summer,1 Bundesliga,2022,False,,matthijs de ligt
Bayern Munich,Sadio Mané,30.0,Senegal,Left Winger,LW,25000000.0,Liverpool,England,32000000.0,in,summer,1 Bundesliga,2022,False,,sadio mane
Bayern Munich,Mathys Tel,17.0,France,Centre-Forward,CF,50000000.0,Stade Rennais,France,20000000.0,in,summer,1 Bundesliga,2022,False,,mathys tel
Bayern Munich,Ryan Gravenberch,20.0,Netherlands,Central Midfield,CM,35000000.0,Ajax,Netherlands,18500000.0,in,summer,1 Bundesliga,2022,False,,ryan gravenberch
Bayern Munich,Yann Sommer,34.0,Switzerland,Goalkeeper,GK,5000000.0,Bor. M'gladbach,Germany,9000000.0,in,winter,1 Bundesliga,2022,False,,yann sommer
Borussia Dortmund,Sébastien Haller,28.0,Cote d'Ivoire,Centre-Forward,CF,25000000.0,Ajax,Netherlands,31000000.0,in,summer,1 Bundesliga,2022,False,,sebastien haller
Borussia Dortmund,Karim Adeyemi,20.0,Germany,Left Winger,LW,35000000.0,RB Salzburg,Austria,30000000.0,in,summer,1 Bundesliga,2022,False,,karim adeyemi
Borussia Dortmund,Nico Schlotterbeck,22.0,Germany,Centre-Back,CB,40000000.0,SC Freiburg,Germany,20000000.0,in,summer,1 Bundesliga,2022,False,,nico schlotterbeck
Borussia Dortmund,Anthony Modeste,34.0,France,Centre-Forward,CF,,1.FC Köln,Germany,5100000.0,in,summer,1 Bundesliga,2022,False,,anthony modeste
Borussia Dortmund,Salih Özcan,24.0,Turkey,Defensive Midfield,DM,13000000.0,1.FC Köln,Germany,5000000.0,in,summer,1 Bundesliga,2022,False,,salih ozcan
Borussia Dortmund,Julien Duranville,16.0,Belgium,Right Winger,RW,8500000.0,RSC Anderlecht,Belgium,8500000.0,in,winter,1 Bundesliga,2022,False,,julien duranville
Borussia Dortmund,Julian Ryerson,25.0,Norway,Right-Back,RB,15000000.0,Union Berlin,Germany,5000000.0,in,winter,1 Bundesliga,2022,False,,julian ryerson
Borussia Mönchengladbach,Nathan Ngoumou,22.0,France,Right Winger,RW,5000000.0,Toulouse,France,8000000.0,in,summer,1 Bundesliga,2022,False,,nathan ngoumou
Borussia Mönchengladbach,Ko Itakura,25.0,Japan,Centre-Back,CB,15000000.0,Man City,England,5000000.0,in,summer,1 Bundesliga,2022,False,,ko itakura
Borussia Mönchengladbach,Oscar Fraulo,18.0,Denmark,Central Midfield,CM,2000000.0,FC Midtjylland,Denmark,2000000.0,in,summer,1 Bundesliga,2022,False,,oscar fraulo
Borussia Mönchengladbach,Jonas Omlin,29.0,Switzerland,Goalkeeper,GK,9000000.0,Montpellier,France,9000000.0,in,winter,1 Bundesliga,2022,False,,jonas omlin
Eintracht Frankfurt,Jens Petter Hauge,22.0,Norway,Left Winger,LW,2500000.0,AC Milan,Italy,8199999.999999999,in,summer,1 Bundesliga,2022,False,,jens petter hauge
Eintracht Frankfurt,Lucas Alario,29.0,Argentina,Centre-Forward,CF,2500000.0,B. Leverkusen,Germany,6000000.0,in,summer,1 Bundesliga,2022,False,,lucas alario
Eintracht Frankfurt,Kristijan Jakic,25.0,Croatia,Defensive Midfield,DM,7000000.0,Dinamo Zagreb,Croatia,3500000.0,in,summer,1 Bundesliga,2022,False,,kristijan jakic
Eintracht Frankfurt,Mario Götze,30.0,Germany,Attacking Midfield,AM,9000000.0,PSV Eindhoven,Netherlands,3000000.0,in,summer,1 Bundesliga,2022,False,,mario gotze
Eintracht Frankfurt,Hrvoje Smolcic,21.0,Croatia,Centre-Back,CB,4000000.0,HNK Rijeka,Croatia,2500000.0,in,summer,1 Bundesliga,2022,False,,hrvoje smolcic
Eintracht Frankfurt,Paxten Aaronson,19.0,United States,Attacking Midfield,AM,4500000.0,Philadelphia,United States,4000000.0,in,winter,1 Bundesliga,2022,False,,paxten aaronson
FC Augsburg,Arne Maier,23.0,Germany,Central Midfield,CM,4500000.0,Hertha BSC,Germany,5000000.0,in,summer,1 Bundesliga,2022,False,,arne maier
FC Augsburg,Elvis Rexhbecaj,24.0,Germany,Central Midfield,CM,3500000.0,VfL Wolfsburg,Germany,1700000.0,in,summer,1 Bundesliga,2022,False,,elvis rexhbecaj
FC Augsburg,Dion Beljo,20.0,Croatia,Centre-Forward,CF,6500000.0,NK Osijek,Croatia,3000000.0,in,winter,1 Bundesliga,2022,False,,dion beljo
FC Schalke 04,Thomas Ouwejan,25.0,Netherlands,Left-Back,LB,2000000.0,AZ Alkmaar,Netherlands,2000000.0,in,summer,1 Bundesliga,2022,False,,thomas ouwejan
FC Schalke 04,Rodrigo Zalazar,22.0,Uruguay,Central Midfield,CM,4000000.0,E. Frankfurt,Germany,1500000.0,in,summer,1 Bundesliga,2022,False,,rodrigo zalazar
FC Schalke 04,Sebastian Polter,31.0,Germany,Centre-Forward,CF,,VfL Bochum,Germany,1500000.0,in,summer,1 Bundesliga,2022,False,,sebastian polter
FC Schalke 04,Tobias Mohr,26.0,Germany,Left Winger,LW,,Heidenheim,Germany,1100000.0,in,summer,1 Bundesliga,2022,False,,tobias mohr
Hertha BSC,Wilfried Kanga,24.0,Cote d'Ivoire,Centre-Forward,CF,3000000.0,BSC Young Boys,Switzerland,5000000.0,in,summer,1 Bundesliga,2022,False,,wilfried kanga
Hertha BSC,Jessic Ngankam,21.0,Germany,Centre-Forward,CF,5000000.0,Greuther Fürth,Germany,2000000.0,in,summer,1 Bundesliga,2022,False,,jessic ngankam
RB Leipzig,David Raum,24.0,Germany,Left-Back,LB,14000000.0,TSG Hoffenheim,Germany,26000000.0,in,summer,1 Bundesliga,2022,False,,david raum
RB Leipzig,Timo Werner,26.0,Germany,Centre-Forward,CF,20000000.0,Chelsea,England,20000000.0,in,summer,1 Bundesliga,2022,False,,timo werner
RB Leipzig,Xaver Schlager,24.0,Austria,Central Midfield,CM,28000000.0,VfL Wolfsburg,Germany,12000000.0,in,summer,1 Bundesliga,2022,False,,xaver schlager
SC Freiburg,Ritsu Doan,24.0,Japan,Right Winger,RW,18000000.0,PSV Eindhoven,Netherlands,8500000.0,in,summer,1 Bundesliga,2022,False,,ritsu doan
SC Freiburg,Daniel-Kofi Kyereh,26.0,Ghana,Attacking Midfield,AM,8000000.0,FC St. Pauli,Germany,4500000.0,in,summer,1 Bundesliga,2022,False,,daniel-kofi kyereh
SC Freiburg,Merlin Röhl,20.0,Germany,Central Midfield,CM,3000000.0,FC Ingolstadt,Germany,2900000.0,in,summer,1 Bundesliga,2022,False,,merlin rohl
SV Werder Bremen,Jens Stage,25.0,Denmark,Central Midfield,CM,5000000.0,FC Copenhagen,Denmark,4000000.0,in,summer,1 Bundesliga,2022,False,,jens stage
TSG 1899 Hoffenheim,Stanley Nsoki,23.0,France,Centre-Back,CB,3000000.0,Club Brugge,Belgium,12000000.0,in,summer,1 Bundesliga,2022,False,,stanley nsoki
TSG 1899 Hoffenheim,Ozan Kabak,22.0,Turkey,Centre-Back,CB,13000000.0,FC Schalke 04,Germany,7000000.0,in,summer,1 Bundesliga,2022,False,,ozan kabak
VfB Stuttgart,Josha Vagnoman,21.0,Germany,Right-Back,RB,8000000.0,Hamburger SV,Germany,3700000.0,in,summer,1 Bundesliga,2022,False,,josha vagnoman
VfB Stuttgart,Konstantinos Mavropanos,24.0,Greece,Centre-Back,CB,15000000.0,Arsenal,England,3200000.0,in,summer,1 Bundesliga,2022,False,,konstantinos mavropanos
VfB Stuttgart,Luca Pfeiffer,25.0,Germany,Centre-Forward,CF,1700000.0,FC Midtjylland,Denmark,2850000.0,in,summer,1 Bundesliga,2022,False,,luca pfeiffer
VfB Stuttgart,Juan-José Perea,22.0,Colombia,Centre-Forward,CF,1500000.0,PAS Giannina,Greece,2400000.0,in,summer,1 Bundesliga,2022,False,,juan-jose perea
VfB Stuttgart,Gil Dias,26.0,Portugal,Left Midfield,LM,1500000.0,Benfica,Portugal,1000000.0,in,winter,1 Bundesliga,2022,False,,gil dias
VfB Stuttgart,Genki Haraguchi,31.0,Japan,Attacking Midfield,AM,1000000.0,Union Berlin,Germany,1000000.0,in,winter,1 Bundesliga,2022,False,,genki haraguchi
VfL Wolfsburg,Jakub Kaminski,20.0,Poland,Left Winger,LW,12000000.0,Lech Poznan,Poland,10000000.0,in,summer,1 Bundesliga,2022,False,,jakub kaminski
VfL Wolfsburg,Mattias Svanberg,23.0,Sweden,Central Midfield,CM,18000000.0,Bologna,Italy,9500000.0,in,summer,1 Bundesliga,2022,False,,mattias svanberg
VfL Wolfsburg,Bartol Franjic,22.0,Croatia,Defensive Midfield,DM,3000000.0,Dinamo Zagreb,Croatia,7500000.0,in,summer,1 Bundesliga,2022,False,,bartol franjic
VfL Wolfsburg,Patrick Wimmer,21.0,Austria,Right Winger,RW,18000000.0,Arm. Bielefeld,Germany,5000000.0,in,summer,1 Bundesliga,2022,False,,patrick wimmer
VfL Wolfsburg,Kilian Fischer,21.0,Germany,Right-Back,RB,2000000.0,1.FC Nuremberg,Germany,2500000.0,in,summer,1 Bundesliga,2022,False,,kilian fischer
VfL Wolfsburg,Dzenan Pejcinovic,17.0,Germany,Centre-Forward,CF,1000000.0,FC Augsburg U19,Germany,1250000.0,in,summer,1 Bundesliga,2022,False,,dzenan pejcinovic
Hammarby IF,Veton Berisha,28.0,Norway,Centre-Forward,CF,1500000.0,Viking,Norway,2000000.0,in,summer,Allsvenskan,2022,False,,veton berisha
Hammarby IF,August Mikkelsen,22.0,Norway,Second Striker,SS,1000000.0,Tromsø,Norway,1500000.0,in,winter,Allsvenskan,2022,False,,august mikkelsen
Hammarby IF,Viktor Djukanovic,18.0,Montenegro,Left Winger,LW,1800000.0,B. Podgorica,Montenegro,1000000.0,in,winter,Allsvenskan,2022,False,,viktor djukanovic
Malmö FF,Mahamé Siby,26.0,Mali,Defensive Midfield,DM,1000000.0,R. Strasbourg,France,1000000.0,in,summer,Allsvenskan,2022,False,,mahame siby
Malmö FF,Stefano Holmquist Vecchia,28.0,Sweden,Left Winger,LW,2000000.0,Rosenborg,Norway,1000000.0,in,winter,Allsvenskan,2022,False,,stefano holmquist vecchia
Austria Vienna,Marko Raguz,24.0,Austria,Centre-Forward,CF,,LASK,Austria,1300000.0,in,summer,Bundesliga,2022,False,,marko raguz
LASK,Efthymios Koulouris,26.0,Greece,Centre-Forward,CF,1500000.0,Atromitos,Greece,1000000.0,in,summer,Bundesliga,2022,False,,efthymios koulouris
LASK,Marin Ljubicic,20.0,Croatia,Centre-Forward,CF,3000000.0,Hajduk Split,Croatia,2900000.0,in,winter,Bundesliga,2022,False,,marin ljubicic
Rapid Vienna,Ferdy Druijf,24.0,Netherlands,Centre-Forward,CF,1000000.0,AZ Alkmaar,Netherlands,1000000.0,in,summer,Bundesliga,2022,False,,ferdy druijf
Red Bull Salzburg,Lucas Gourna-Douath,18.0,France,Defensive Midfield,DM,12000000.0,Saint-Étienne,France,13000000.0,in,summer,Bundesliga,2022,False,,lucas gourna-douath
Red Bull Salzburg,Strahinja Pavlovic,21.0,Serbia,Centre-Back,CB,25000000.0,Monaco,France,7000000.0,in,summer,Bundesliga,2022,False,,strahinja pavlovic
Red Bull Salzburg,Fernando,23.0,Brazil,Centre-Forward,CF,10000000.0,Shakhtar D.,Ukraine,6000000.0,in,summer,Bundesliga,2022,False,,fernando
Red Bull Salzburg,Karim Konaté,18.0,Cote d'Ivoire,Centre-Forward,CF,15000000.0,ASEC Mimosas,Cote d'Ivoire,3500000.0,in,summer,Bundesliga,2022,False,,karim konate
Red Bull Salzburg,Oscar Gloukh,18.0,Israel,Attacking Midfield,AM,10000000.0,M. Tel Aviv,Israel,7000000.0,in,winter,Bundesliga,2022,False,,oscar gloukh
SK Sturm Graz,Emanuel Emegha,19.0,Netherlands,Centre-Forward,CF,11000000.0,Royal Antwerp,Belgium,3240000.0,in,summer,Bundesliga,2022,False,,emanuel emegha
SK Sturm Graz,William Böving,19.0,Denmark,Centre-Forward,CF,3000000.0,FC Copenhagen,Denmark,2200000.0,in,summer,Bundesliga,2022,False,,william boving
SK Sturm Graz,Bryan Teixeira,22.0,Cape Verde,Centre-Forward,CF,1200000.0,A. Lustenau,Austria,1200000.0,in,winter,Bundesliga,2022,False,,bryan teixeira
AZ Alkmaar,Jens Odgaard,23.0,Denmark,Right Winger,RW,4500000.0,Sassuolo,Italy,3590000.0,in,summer,Eredivisie,2022,False,,jens odgaard
AZ Alkmaar,Mees de Wit,24.0,Netherlands,Left-Back,LB,1500000.0,PEC Zwolle,Netherlands,2300000.0,in,summer,Eredivisie,2022,False,,mees de wit
AZ Alkmaar,Djordje Mihailovic,24.0,United States,Attacking Midfield,AM,3500000.0,Montréal,United States,3000000.0,in,winter,Eredivisie,2022,False,,djordje mihailovic
AZ Alkmaar,Sven Mijnans,22.0,Netherlands,Attacking Midfield,AM,6000000.0,Sparta R.,Netherlands,2500000.0,in,winter,Eredivisie,2022,False,,sven mijnans
Ajax Amsterdam,Steven Bergwijn,24.0,Netherlands,Left Winger,LW,20000000.0,Tottenham,England,31250000.0,in,summer,Eredivisie,2022,False,,steven bergwijn
Ajax Amsterdam,Calvin Bassey,22.0,Nigeria,Centre-Back,CB,15000000.0,Rangers,Scotland,23000000.0,in,summer,Eredivisie,2022,False,,calvin bassey
Ajax Amsterdam,Brian Brobbey,20.0,Netherlands,Centre-Forward,CF,12000000.0,RB Leipzig,Germany,16350000.000000002,in,summer,Eredivisie,2022,False,,brian brobbey
Ajax Amsterdam,Owen Wijndal,22.0,Netherlands,Left-Back,LB,7000000.0,AZ Alkmaar,Netherlands,10000000.0,in,summer,Eredivisie,2022,False,,owen wijndal
Ajax Amsterdam,Ahmetcan Kaplan,19.0,Turkey,Centre-Back,CB,5000000.0,Trabzonspor,Turkey,9500000.0,in,summer,Eredivisie,2022,False,,ahmetcan kaplan
Ajax Amsterdam,Francisco Conceição,19.0,Portugal,Right Winger,RW,8000000.0,FC Porto,Portugal,5000000.0,in,summer,Eredivisie,2022,False,,francisco conceicao
Ajax Amsterdam,Jorge Sánchez,24.0,Mexico,Right-Back,RB,5000000.0,América,Mexico,5000000.0,in,summer,Eredivisie,2022,False,,jorge sanchez
Ajax Amsterdam,Gerónimo Rulli,30.0,Argentina,Goalkeeper,GK,10000000.0,Villarreal,Spain,8000000.0,in,winter,Eredivisie,2022,False,,geronimo rulli
FC Groningen,Florian Krüger,23.0,Germany,Centre-Forward,CF,,Arm. Bielefeld,Germany,1300000.0,in,summer,Eredivisie,2022,False,,florian kruger
FC Groningen,Isak Dybvik Määttä,20.0,Norway,Left-Back,LB,,Aalesund,Norway,1200000.0,in,summer,Eredivisie,2022,False,,isak dybvik maatta
FC Groningen,Johan Hove,22.0,Norway,Central Midfield,CM,2300000.0,Strømsgodset,Norway,1030000.0,in,winter,Eredivisie,2022,False,,johan hove
Feyenoord Rotterdam,David Hancko,24.0,Slovakia,Centre-Back,CB,30000000.0,Sparta Prague,Czech Republic,8300000.000000001,in,summer,Eredivisie,2022,False,,david hancko
Feyenoord Rotterdam,Quinten Timber,21.0,Netherlands,Central Midfield,CM,12000000.0,FC Utrecht,Netherlands,7400000.0,in,summer,Eredivisie,2022,False,,quinten timber
Feyenoord Rotterdam,Santiago Gimenez,21.0,Mexico,Centre-Forward,CF,40000000.0,CD Cruz Azul,Mexico,6000000.0,in,summer,Eredivisie,2022,False,,santiago gimenez
Feyenoord Rotterdam,Igor Paixão,22.0,Brazil,Left Winger,LW,15000000.0,Coritiba FC,Brazil,4500000.0,in,summer,Eredivisie,2022,False,,igor paixao
Feyenoord Rotterdam,Javairô Dilrosun,24.0,Netherlands,Right Winger,RW,4000000.0,Hertha BSC,Germany,4000000.0,in,summer,Eredivisie,2022,False,,javairo dilrosun
Feyenoord Rotterdam,Ezequiel Bullaude,21.0,Argentina,Attacking Midfield,AM,3000000.0,Godoy Cruz,Argentina,2000000.0,in,summer,Eredivisie,2022,False,,ezequiel bullaude
Feyenoord Rotterdam,Marcos López,22.0,Peru,Left-Back,LB,4000000.0,San Jose,United States,1200000.0,in,summer,Eredivisie,2022,False,,marcos lopez
Feyenoord Rotterdam,Neraysho Kasanwirjo,20.0,Netherlands,Right-Back,RB,2500000.0,FC Groningen,Netherlands,2000000.0,in,winter,Eredivisie,2022,False,,neraysho kasanwirjo
Fortuna Sittard,Rodrigo Guth,21.0,Brazil,Centre-Back,CB,2000000.0,Atalanta BC,Italy,1100000.0,in,summer,Eredivisie,2022,False,,rodrigo guth
Fortuna Sittard,Úmaro Embaló,21.0,Portugal,Right Winger,RW,1000000.0,Benfica B,Portugal,1000000.0,in,summer,Eredivisie,2022,False,,umaro embalo
NEC Nijmegen,Jasper Cillessen,33.0,Netherlands,Goalkeeper,GK,2500000.0,Valencia,Spain,1000000.0,in,summer,Eredivisie,2022,False,,jasper cillessen
PSV Eindhoven,Luuk de Jong,31.0,Netherlands,Centre-Forward,CF,4000000.0,Sevilla FC,Spain,3000000.0,in,summer,Eredivisie,2022,False,,luuk de jong
PSV Eindhoven,Guus Til,24.0,Netherlands,Attacking Midfield,AM,6000000.0,Spartak Moscow,Russia,3000000.0,in,summer,Eredivisie,2022,False,,guus til
PSV Eindhoven,Anwar El Ghazi,27.0,Netherlands,Right Winger,RW,3000000.0,Aston Villa,England,2500000.0,in,summer,Eredivisie,2022,False,,anwar el ghazi
SC Heerenveen,Simon Olsson,24.0,Sweden,Central Midfield,CM,1300000.0,Elfsborg,Sweden,1300000.0,in,summer,Eredivisie,2022,False,,simon olsson
SC Heerenveen,Daniel Karlsbakk,19.0,Norway,Centre-Forward,CF,1500000.0,Viking,Norway,2500000.0,in,winter,Eredivisie,2022,False,,daniel karlsbakk
SC Heerenveen,Osame Sahraoui,21.0,Norway,Left Winger,LW,5000000.0,Vålerenga,Norway,1700000.0,in,winter,Eredivisie,2022,False,,osame sahraoui
Twente Enschede FC,Michel Vlap,25.0,Netherlands,Attacking Midfield,AM,4000000.0,RSC Anderlecht,Belgium,2000000.0,in,summer,Eredivisie,2022,False,,michel vlap
Twente Enschede FC,Michal Sadilek,23.0,Czech Republic,Central Midfield,CM,5000000.0,PSV Eindhoven,Netherlands,1500000.0,in,summer,Eredivisie,2022,False,,michal sadilek
Vitesse Arnhem,Melle Meulensteen,22.0,Netherlands,Defensive Midfield,DM,2000000.0,RKC Waalwijk,Netherlands,1000000.0,in,summer,Eredivisie,2022,False,,melle meulensteen
Cercle Brugge,Ayase Ueda,23.0,Japan,Centre-Forward,CF,8000000.0,Kashima Antlers,Japan,1300000.0,in,summer,Jupiler Pro League,2022,False,,ayase ueda
Club Brugge KV,Roman Yaremchuk,26.0,Ukraine,Centre-Forward,CF,4000000.0,Benfica,Portugal,17000000.0,in,summer,Jupiler Pro League,2022,False,,roman yaremchuk
Club Brugge KV,Raphael Onyedika,21.0,Nigeria,Defensive Midfield,DM,9000000.0,FC Midtjylland,Denmark,9500000.0,in,summer,Jupiler Pro League,2022,False,,raphael onyedika
Club Brugge KV,Casper Nielsen,28.0,Denmark,Central Midfield,CM,5000000.0,Union SG,Belgium,7000000.0,in,summer,Jupiler Pro League,2022,False,,casper nielsen
Club Brugge KV,Bjorn Meijer,19.0,Netherlands,Left-Back,LB,10000000.0,FC Groningen,Netherlands,6000000.0,in,summer,Jupiler Pro League,2022,False,,bjorn meijer
Club Brugge KV,Ferran Jutglà,23.0,Spain,Centre-Forward,CF,8000000.0,Barça Atlètic,Spain,5000000.0,in,summer,Jupiler Pro League,2022,False,,ferran jutgla
Club Brugge KV,Joel Ordóñez,18.0,Ecuador,Centre-Back,CB,1500000.0,Independiente,Ecuador,3900000.0,in,summer,Jupiler Pro League,2022,False,,joel ordonez
Club Brugge KV,Dedryck Boyata,31.0,Belgium,Centre-Back,CB,1000000.0,Hertha BSC,Germany,2000000.0,in,summer,Jupiler Pro League,2022,False,,dedryck boyata
KAA Gent,Hugo Cuypers,25.0,Belgium,Centre-Forward,CF,13000000.0,KV Mechelen,Belgium,4000000.0,in,summer,Jupiler Pro League,2022,False,,hugo cuypers
KAA Gent,Jordan Torunarigha,24.0,Nigeria,Centre-Back,CB,5000000.0,Hertha BSC,Germany,3000000.0,in,summer,Jupiler Pro League,2022,False,,jordan torunarigha
KAA Gent,Hyun-seok Hong,23.0,"Korea, South",Central Midfield,CM,7000000.0,LASK,Austria,1500000.0,in,summer,Jupiler Pro League,2022,False,,hyun-seok hong
KAA Gent,Gift Orban,20.0,Nigeria,Centre-Forward,CF,20000000.0,Stabæk,Norway,3300000.0,in,winter,Jupiler Pro League,2022,False,,gift orban
KRC Genk,Matías Galarza,20.0,Argentina,Central Midfield,CM,4000000.0,Argentinos Jrs.,Argentina,6000000.0,in,summer,Jupiler Pro League,2022,False,,matias galarza
KRC Genk,Nicolás Castro,21.0,Argentina,Attacking Midfield,AM,3000000.0,Newell's,Argentina,3200000.0,in,summer,Jupiler Pro League,2022,False,,nicolas castro
KRC Genk,Rasmus Carstensen,21.0,Denmark,Right-Back,RB,2500000.0,Silkeborg IF,Denmark,3000000.0,in,summer,Jupiler Pro League,2022,False,,rasmus carstensen
KRC Genk,Yira Sor,22.0,Nigeria,Right Winger,RW,3500000.0,Slavia Prague,Czech Republic,6500000.0,in,winter,Jupiler Pro League,2022,False,,yira sor
KRC Genk,Tolu Arokodare,22.0,Nigeria,Centre-Forward,CF,4000000.0,Amiens SC,France,5000000.0,in,winter,Jupiler Pro League,2022,False,,tolu arokodare
KRC Genk,Anouar Ait El Hadj,20.0,Belgium,Attacking Midfield,AM,1700000.0,RSC Anderlecht,Belgium,2000000.0,in,winter,Jupiler Pro League,2022,False,,anouar ait el hadj
KVC Westerlo,Lyle Foster,21.0,South Africa,Centre-Forward,CF,13000000.0,Guimarães B,Portugal,1000000.0,in,summer,Jupiler Pro League,2022,False,,lyle foster
KVC Westerlo,Nicolas Madsen,22.0,Denmark,Defensive Midfield,DM,1500000.0,FC Midtjylland,Denmark,1000000.0,in,summer,Jupiler Pro League,2022,False,,nicolas madsen
KVC Westerlo,Halil Akbunar,28.0,Turkey,Right Winger,RW,2000000.0,Göztepe,Turkey,1000000.0,in,summer,Jupiler Pro League,2022,False,,halil akbunar
KVC Westerlo,Jan Bernat,21.0,Slovakia,Attacking Midfield,AM,,MSK Zilina,Slovakia,1000000.0,in,summer,Jupiler Pro League,2022,False,,jan bernat
Oud-Heverlee Leuven,Sofian Kiyine,24.0,Morocco,Left Midfield,LM,,Lazio,Italy,1700000.0,in,summer,Jupiler Pro League,2022,False,,sofian kiyine
Oud-Heverlee Leuven,Emmanuel Toku,22.0,Ghana,Attacking Midfield,AM,,Botev Plovdiv,Bulgaria,1000000.0,in,winter,Jupiler Pro League,2022,False,,emmanuel toku
RSC Anderlecht,Ishaq Abdulrazak,20.0,Nigeria,Central Midfield,CM,,Norrköping,Sweden,3000000.0,in,summer,Jupiler Pro League,2022,False,,ishaq abdulrazak
RSC Anderlecht,Nilson Angulo,19.0,Ecuador,Left Winger,LW,1200000.0,LDU Quito,Ecuador,1900000.0,in,summer,Jupiler Pro League,2022,False,,nilson angulo
RSC Anderlecht,Amadou Diawara,25.0,Guinea,Defensive Midfield,DM,2200000.0,AS Roma,Italy,1890000.0,in,summer,Jupiler Pro League,2022,False,,amadou diawara
RSC Anderlecht,Anders Dreyer,24.0,Denmark,Right Winger,RW,6500000.0,FC Midtjylland,Denmark,4200000.0,in,winter,Jupiler Pro League,2022,False,,anders dreyer
RSC Charleroi,Vakoun Bayo,25.0,Cote d'Ivoire,Centre-Forward,CF,3000000.0,KAA Gent,Belgium,1500000.0,in,summer,Jupiler Pro League,2022,False,,vakoun bayo
Royal Antwerp FC,Vincent Janssen,28.0,Netherlands,Centre-Forward,CF,9000000.0,Monterrey,Mexico,5500000.0,in,summer,Jupiler Pro League,2022,False,,vincent janssen
Royal Antwerp FC,Jurgen Ekkelenkamp,22.0,Netherlands,Central Midfield,CM,6000000.0,Hertha BSC,Germany,5000000.0,in,summer,Jupiler Pro League,2022,False,,jurgen ekkelenkamp
Royal Antwerp FC,Gastón Ávila,20.0,Argentina,Left-Back,LB,6000000.0,Boca Juniors,Argentina,4400000.0,in,summer,Jupiler Pro League,2022,False,,gaston avila
